Year,Geography,Code,Name,66 + years (%)
2014,wijken,NA,Oostzanerwerf,13.2
2014,wijken,NB,Noordelijke IJ-oevers-West,5.7
2014,wijken,NC,Tuindorp Oostzaan,17
2014,wijken,ND,Kadoelen,15.9
2014,wijken,NE,Banne Buiksloot,14.7
2014,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,12.4
2014,wijken,NG,Elzenhagen,9.3
2014,wijken,NH,Buikslotermeer,21.8
2014,wijken,NJ,Waterlandpleinbuurt,11.9
2014,wijken,NK,Volewijck,11.2
2014,wijken,NL,IJplein/Vogelbuurt,9.1
2014,wijken,NM,Tuindorp Buiksloot,17.4
2014,wijken,NN,Tuindorp Nieuwendam,23
2014,wijken,NP,Noordelijke IJ-oevers-Oost,13.8
2014,wijken,NQ,Waterland,17.3
2014,wijken,SA,Driemond,15.5
2014,wijken,TA,Amstel III/Bullewijk,2.9
2014,wijken,TB,Venserpolder,7.4
2014,wijken,TC,Amsterdamse Poort e.o.,3.8
2014,wijken,TD,H-buurt,4.5
2014,wijken,TE,Ganzenhoef e.o.,3.7
2014,wijken,TF,Geerdinkhof/Kantershof,16.8
2014,wijken,TG,Bijlmermuseum,7.5
2014,wijken,TH,K-buurt,10.6
2014,wijken,TJ,Holendrecht,12.9
2014,wijken,TK,Nellestein,17.9
2014,wijken,TL,Reigersbos,11.6
2014,wijken,TM,Gein,8.7
2015,wijken,AA,Haarlemmerbuurt,12.4
2015,wijken,AB,Jordaan,13
2015,wijken,AC,Grachtengordel-West,14
2015,wijken,AD,Burgwallen-Nieuwe Zijde,6.7
2015,wijken,AE,Burgwallen-Oude Zijde,7
2015,wijken,AF,Nieuwmarkt/Lastage,12.8
2015,wijken,AG,Grachtengordel-Zuid,12.8
2015,wijken,AH,De Weteringschans,10.7
2015,wijken,AJ,Weesperbuurt/Plantage,13.4
2015,wijken,AK,Oostelijke Eilanden/Kadijken,10.2
2015,wijken,BA,Havens-West,6.7
2015,wijken,BB,Coenhaven/Minervahaven,13
2015,wijken,EA,Sloterdijk-West,4.6
2015,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,9.8
2015,wijken,EC,Houthavens,5.1
2015,wijken,ED,De Kolenkit,7.4
2015,wijken,EE,Landlust,7
2015,wijken,EF,Erasmuspark,6.5
2015,wijken,EG,Centrale Markt,8.6
2015,wijken,EH,Staatsliedenbuurt,7.3
2015,wijken,EJ,Frederik Hendrikbuurt,9.1
2015,wijken,EK,Van Galenbuurt,6.3
2015,wijken,EL,Geuzenbuurt,7.7
2015,wijken,EM,Hoofdweg e.o.,8.1
2015,wijken,EN,Chassébuurt,6.9
2015,wijken,EP,Bellamybuurt,6.3
2015,wijken,EQ,Da Costabuurt,9.8
2015,wijken,ER,Westindische Buurt,7.7
2015,wijken,ES,Van Lennepbuurt,10.4
2015,wijken,ET,Overtoomse Sluis,6.8
2015,wijken,EU,Helmersbuurt,8.3
2015,wijken,EV,Vondelparkbuurt,15.9
2015,wijken,FA,Sloterdijk Nieuw-West,6.7
2015,wijken,FB,Geuzenveld,10.4
2015,wijken,FC,Slotermeer-West,9.7
2015,wijken,FD,Slotermeer-Noordoost,8.7
2015,wijken,FE,Slotermeer-Zuidoost,13
2015,wijken,FF,Lutkemeer/Ookmeer,12.8
2015,wijken,FG,De Aker,9.7
2015,wijken,FH,De Punt,14.3
2015,wijken,FJ,Osdorp-Midden,10.5
2015,wijken,FK,Osdorp-Oost,19.9
2015,wijken,FL,Slotervaart-Noord,14.5
2015,wijken,FM,Overtoomse Veld,8.3
2015,wijken,FN,Slotervaart-Zuid,14.6
2015,wijken,FP,Westlandgracht,8.4
2015,wijken,FQ,Sloten/Nieuw-Sloten,12.4
2015,wijken,KA,Hoofddorppleinbuurt,8.5
2015,wijken,KB,Schinkelbuurt,7.4
2015,wijken,KC,Willemspark,10.1
2015,wijken,KD,Museumkwartier,16
2015,wijken,KE,Oude Pijp,6.7
2015,wijken,KF,Nieuwe Pijp,9.3
2015,wijken,KG,Zuid Pijp,12.2
2015,wijken,KH,Stadionbuurt,13.2
2015,wijken,KJ,Apollobuurt,16.4
2015,wijken,KK,Scheldebuurt,13.1
2015,wijken,KL,IJselbuurt,11.1
2015,wijken,KM,Rijnbuurt,12.3
2015,wijken,KN,Prinses Irenebuurt e.o.,23.4
2015,wijken,KP,Zuidas,3.1
2015,wijken,KQ,Buitenveldert-West,24.9
2015,wijken,KR,Buitenveldert-Oost,29.4
2015,wijken,MA,Oostelijk Havengebied,6.1
2015,wijken,MB,Weesperzijde,7.4
2015,wijken,MC,Oosterparkbuurt,8.5
2015,wijken,MD,Transvaalbuurt,8.2
2015,wijken,ME,Dapperbuurt,10.4
2015,wijken,MF,Indische Buurt-West,7
2015,wijken,MG,Indische Buurt-Oost,10.4
2015,wijken,MH,Zeeburgereiland/Bovendiep,2.3
2015,wijken,MJ,IJburg-West,3.3
2015,wijken,MK,IJburg-Oost,
2015,wijken,ML,IJburg-Zuid,3.1
2015,wijken,MM,Frankendael,13.5
2015,wijken,MN,Middenmeer,9.6
2015,wijken,MP,Betondorp,23.2
2015,wijken,MQ,Omval/Overamstel,4.3
2015,wijken,NA,Oostzanerwerf,13.2
2015,wijken,NB,Noordelijke IJ-oevers-West,6.9
2015,wijken,NC,Tuindorp Oostzaan,16.6
2015,wijken,ND,Kadoelen,16.6
2015,wijken,NE,Banne Buiksloot,15.2
2015,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,13.2
2015,wijken,NG,Elzenhagen,7.7
2015,wijken,NH,Buikslotermeer,21.8
2015,wijken,NJ,Waterlandpleinbuurt,12
2015,wijken,NK,Volewijck,11.1
2015,wijken,NL,IJplein/Vogelbuurt,9.5
2015,wijken,NM,Tuindorp Buiksloot,17.4
2015,wijken,NN,Tuindorp Nieuwendam,23.1
2015,wijken,NP,Noordelijke IJ-oevers-Oost,13.4
2015,wijken,NQ,Waterland,18.3
2015,wijken,SA,Driemond,15.1
2015,wijken,TA,Amstel III/Bullewijk,2.9
2015,wijken,TB,Venserpolder,7.7
2015,wijken,TC,Amsterdamse Poort e.o.,4.1
2015,wijken,TD,H-buurt,4.9
2015,wijken,TE,Ganzenhoef e.o.,4.2
2015,wijken,TF,Geerdinkhof/Kantershof,17.3
2015,wijken,TG,Bijlmermuseum,7.6
2015,wijken,TH,K-buurt,10.8
2015,wijken,TJ,Holendrecht,13.6
2015,wijken,TK,Nellestein,19.1
2015,wijken,TL,Reigersbos,11.7
2015,wijken,TM,Gein,9.3
2016,wijken,AA,Haarlemmerbuurt,13.2
2016,wijken,AB,Jordaan,13.5
2016,wijken,AC,Grachtengordel-West,14.4
2016,wijken,AD,Burgwallen-Nieuwe Zijde,6.4
2016,wijken,AE,Burgwallen-Oude Zijde,7.5
2016,wijken,AF,Nieuwmarkt/Lastage,13.5
2016,wijken,AG,Grachtengordel-Zuid,13.2
2016,wijken,AH,De Weteringschans,10.8
2016,wijken,AJ,Weesperbuurt/Plantage,12.8
2016,wijken,AK,Oostelijke Eilanden/Kadijken,11.2
2016,wijken,BA,Havens-West,4.8
2016,wijken,BB,Coenhaven/Minervahaven,8.6
2016,wijken,EA,Sloterdijk-West,3.9
2016,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,10.1
2016,wijken,EC,Houthavens,9.1
2016,wijken,ED,De Kolenkit,7.4
2016,wijken,EE,Landlust,7
2016,wijken,EF,Erasmuspark,6.7
2016,wijken,EG,Centrale Markt,8.9
2016,wijken,EH,Staatsliedenbuurt,7.6
2016,wijken,EJ,Frederik Hendrikbuurt,9.5
2016,wijken,EK,Van Galenbuurt,6.5
2016,wijken,EL,Geuzenbuurt,7.8
2016,wijken,EM,Hoofdweg e.o.,8.3
2016,wijken,EN,Chassébuurt,7
2016,wijken,EP,Bellamybuurt,6.6
2016,wijken,EQ,Da Costabuurt,10.3
2016,wijken,ER,Westindische Buurt,7.6
2016,wijken,ES,Van Lennepbuurt,11.2
2016,wijken,ET,Overtoomse Sluis,7.2
2016,wijken,EU,Helmersbuurt,8.8
2016,wijken,EV,Vondelparkbuurt,16.5
2016,wijken,FA,Sloterdijk Nieuw-West,10.4
2016,wijken,FB,Geuzenveld,10.2
2016,wijken,FC,Slotermeer-West,9.6
2016,wijken,FD,Slotermeer-Noordoost,8.9
2016,wijken,FE,Slotermeer-Zuidoost,12.8
2016,wijken,FF,Lutkemeer/Ookmeer,13.8
2016,wijken,FG,De Aker,10
2016,wijken,FH,De Punt,12.8
2016,wijken,FJ,Osdorp-Midden,10.3
2016,wijken,FK,Osdorp-Oost,19.5
2016,wijken,FL,Slotervaart-Noord,14.7
2016,wijken,FM,Overtoomse Veld,8
2016,wijken,FN,Slotervaart-Zuid,14.5
2016,wijken,FP,Westlandgracht,8.3
2016,wijken,FQ,Sloten/Nieuw-Sloten,12.7
2016,wijken,KA,Hoofddorppleinbuurt,8.5
2016,wijken,KB,Schinkelbuurt,8.1
2016,wijken,KC,Willemspark,10.6
2016,wijken,KD,Museumkwartier,16.8
2016,wijken,KE,Oude Pijp,7.1
2016,wijken,KF,Nieuwe Pijp,10
2016,wijken,KG,Zuid Pijp,12.4
2016,wijken,KH,Stadionbuurt,13.4
2016,wijken,KJ,Apollobuurt,16.5
2016,wijken,KK,Scheldebuurt,13.2
2016,wijken,KL,IJselbuurt,11
2016,wijken,KM,Rijnbuurt,12.5
2016,wijken,KN,Prinses Irenebuurt e.o.,23.3
2016,wijken,KP,Zuidas,2.1
2016,wijken,KQ,Buitenveldert-West,24.5
2016,wijken,KR,Buitenveldert-Oost,28.6
2016,wijken,MA,Oostelijk Havengebied,6.7
2016,wijken,MB,Weesperzijde,7.4
2016,wijken,MC,Oosterparkbuurt,8.8
2016,wijken,MD,Transvaalbuurt,8.1
2016,wijken,ME,Dapperbuurt,11
2016,wijken,MF,Indische Buurt-West,7.2
2016,wijken,MG,Indische Buurt-Oost,10.2
2016,wijken,MH,Zeeburgereiland/Bovendiep,2.6
2016,wijken,MJ,IJburg-West,3.7
2016,wijken,MK,IJburg-Oost,
2016,wijken,ML,IJburg-Zuid,3.2
2016,wijken,MM,Frankendael,13.4
2016,wijken,MN,Middenmeer,9.7
2016,wijken,MP,Betondorp,23
2016,wijken,MQ,Omval/Overamstel,3.8
2016,wijken,NA,Oostzanerwerf,13.2
2016,wijken,NB,Noordelijke IJ-oevers-West,7.6
2016,wijken,NC,Tuindorp Oostzaan,16.2
2016,wijken,ND,Kadoelen,15.7
2016,wijken,NE,Banne Buiksloot,15
2016,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,13
2016,wijken,NG,Elzenhagen,8.1
2016,wijken,NH,Buikslotermeer,21.2
2016,wijken,NJ,Waterlandpleinbuurt,11.6
2016,wijken,NK,Volewijck,11
2016,wijken,NL,IJplein/Vogelbuurt,9.9
2016,wijken,NM,Tuindorp Buiksloot,16.7
2016,wijken,NN,Tuindorp Nieuwendam,23
2016,wijken,NP,Noordelijke IJ-oevers-Oost,10.4
2016,wijken,NQ,Waterland,18.3
2016,wijken,SA,Driemond,16
2016,wijken,TA,Amstel III/Bullewijk,1.8
2016,wijken,TB,Venserpolder,7.6
2016,wijken,TC,Amsterdamse Poort e.o.,4.3
2016,wijken,TD,H-buurt,5.1
2016,wijken,TE,Ganzenhoef e.o.,4.3
2016,wijken,TF,Geerdinkhof/Kantershof,17.7
2016,wijken,TG,Bijlmermuseum,7.8
2016,wijken,TH,K-buurt,10.7
2016,wijken,TJ,Holendrecht,13.8
2016,wijken,TK,Nellestein,19.5
2016,wijken,TL,Reigersbos,12.1
2016,wijken,TM,Gein,9.9
2017,wijken,AA,Haarlemmerbuurt,13.6
2017,wijken,AB,Jordaan,14.4
2017,wijken,AC,Grachtengordel-West,15.3
2017,wijken,AD,Burgwallen-Nieuwe Zijde,6.7
2017,wijken,AE,Burgwallen-Oude Zijde,7.8
2017,wijken,AF,Nieuwmarkt/Lastage,14.4
2017,wijken,AG,Grachtengordel-Zuid,13.4
2017,wijken,AH,De Weteringschans,11.5
2017,wijken,AJ,Weesperbuurt/Plantage,12.9
2017,wijken,AK,Oostelijke Eilanden/Kadijken,11.9
2017,wijken,BA,Havens-West,6.9
2017,wijken,BB,Coenhaven/Minervahaven,6.3
2017,wijken,EA,Sloterdijk-West,3.4
2017,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,10.7
2017,wijken,EC,Houthavens,10.1
2017,wijken,ED,De Kolenkit,7.5
2017,wijken,EE,Landlust,7.2
2017,wijken,EF,Erasmuspark,7.1
2017,wijken,EG,Centrale Markt,9.2
2017,wijken,EH,Staatsliedenbuurt,7.8
2017,wijken,EJ,Frederik Hendrikbuurt,10
2017,wijken,EK,Van Galenbuurt,6.5
2017,wijken,EL,Geuzenbuurt,7.7
2017,wijken,EM,Hoofdweg e.o.,8.2
2017,wijken,EN,Chassébuurt,7.3
2017,wijken,EP,Bellamybuurt,6.9
2017,wijken,EQ,Da Costabuurt,10.8
2017,wijken,ER,Westindische Buurt,7.7
2017,wijken,ES,Van Lennepbuurt,11.9
2017,wijken,ET,Overtoomse Sluis,7.3
2017,wijken,EU,Helmersbuurt,9.3
2017,wijken,EV,Vondelparkbuurt,16.3
2017,wijken,FA,Sloterdijk Nieuw-West,7.4
2017,wijken,FB,Geuzenveld,10.1
2017,wijken,FC,Slotermeer-West,9.8
2017,wijken,FD,Slotermeer-Noordoost,9.2
2017,wijken,FE,Slotermeer-Zuidoost,12.5
2017,wijken,FF,Lutkemeer/Ookmeer,14.4
2017,wijken,FG,De Aker,10.7
2017,wijken,FH,De Punt,12.5
2017,wijken,FJ,Osdorp-Midden,10.4
2017,wijken,FK,Osdorp-Oost,19
2017,wijken,FL,Slotervaart-Noord,14.9
2017,wijken,FM,Overtoomse Veld,8
2017,wijken,FN,Slotervaart-Zuid,14.4
2017,wijken,FP,Westlandgracht,7.7
2017,wijken,FQ,Sloten/Nieuw-Sloten,13.1
2017,wijken,KA,Hoofddorppleinbuurt,8.5
2017,wijken,KB,Schinkelbuurt,8
2017,wijken,KC,Willemspark,11.2
2017,wijken,KD,Museumkwartier,17.4
2017,wijken,KE,Oude Pijp,7.6
2017,wijken,KF,Nieuwe Pijp,11
2017,wijken,KG,Zuid Pijp,12.9
2017,wijken,KH,Stadionbuurt,13.6
2017,wijken,KJ,Apollobuurt,16.7
2017,wijken,KK,Scheldebuurt,12.9
2017,wijken,KL,IJselbuurt,11.4
2017,wijken,KM,Rijnbuurt,12.8
2017,wijken,KN,Prinses Irenebuurt e.o.,22.3
2017,wijken,KP,Zuidas,2.2
2017,wijken,KQ,Buitenveldert-West,23.4
2017,wijken,KR,Buitenveldert-Oost,27.9
2017,wijken,MA,Oostelijk Havengebied,7.3
2017,wijken,MB,Weesperzijde,7.8
2017,wijken,MC,Oosterparkbuurt,9.3
2017,wijken,MD,Transvaalbuurt,8.5
2017,wijken,ME,Dapperbuurt,11.6
2017,wijken,MF,Indische Buurt-West,7.6
2017,wijken,MG,Indische Buurt-Oost,10.6
2017,wijken,MH,Zeeburgereiland/Bovendiep,2
2017,wijken,MJ,IJburg-West,4
2017,wijken,MK,IJburg-Oost,
2017,wijken,ML,IJburg-Zuid,3.1
2017,wijken,MM,Frankendael,13.4
2017,wijken,MN,Middenmeer,9.8
2017,wijken,MP,Betondorp,22.6
2017,wijken,MQ,Omval/Overamstel,3.7
2017,wijken,NA,Oostzanerwerf,13.1
2017,wijken,NB,Noordelijke IJ-oevers-West,6.1
2017,wijken,NC,Tuindorp Oostzaan,16.3
2017,wijken,ND,Kadoelen,16.3
2017,wijken,NE,Banne Buiksloot,14.9
2017,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,13.1
2017,wijken,NG,Elzenhagen,7.8
2017,wijken,NH,Buikslotermeer,20.9
2017,wijken,NJ,Waterlandpleinbuurt,11.5
2017,wijken,NK,Volewijck,11
2017,wijken,NL,IJplein/Vogelbuurt,10
2017,wijken,NM,Tuindorp Buiksloot,16
2017,wijken,NN,Tuindorp Nieuwendam,22.6
2017,wijken,NP,Noordelijke IJ-oevers-Oost,7.2
2017,wijken,NQ,Waterland,18.5
2017,wijken,SA,Driemond,15.8
2017,wijken,SC,Weesp-Noordwest,
2017,wijken,SD,Weesp Binnenstad/Zuid,
2017,wijken,TA,Amstel III/Bullewijk,1.4
2017,wijken,TB,Venserpolder,7.9
2017,wijken,TC,Amsterdamse Poort e.o.,4.4
2017,wijken,TD,H-buurt,5.5
2017,wijken,TE,Ganzenhoef e.o.,4.7
2017,wijken,TF,Geerdinkhof/Kantershof,18.3
2017,wijken,TG,Bijlmermuseum,8
2017,wijken,TH,K-buurt,10.9
2017,wijken,TJ,Holendrecht,14.3
2017,wijken,TK,Nellestein,19.6
2017,wijken,TL,Reigersbos,12.5
2017,wijken,TM,Gein,10.4
2018,wijken,AA,Haarlemmerbuurt,14.5
2018,wijken,AB,Jordaan,14.9
2018,wijken,AC,Grachtengordel-West,15.8
2018,wijken,AD,Burgwallen-Nieuwe Zijde,7
2018,wijken,AE,Burgwallen-Oude Zijde,8
2018,wijken,AF,Nieuwmarkt/Lastage,15.1
2018,wijken,AG,Grachtengordel-Zuid,13.4
2018,wijken,AH,De Weteringschans,11.8
2018,wijken,AJ,Weesperbuurt/Plantage,13.4
2018,wijken,AK,Oostelijke Eilanden/Kadijken,12.5
2018,wijken,BA,Havens-West,6.3
2018,wijken,BB,Coenhaven/Minervahaven,7.7
2018,wijken,EA,Sloterdijk-West,3.6
2018,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,11.1
2018,wijken,EC,Houthavens,10.4
2018,wijken,ED,De Kolenkit,7.6
2018,wijken,EE,Landlust,7.4
2018,wijken,EF,Erasmuspark,7.2
2018,wijken,EG,Centrale Markt,9.4
2018,wijken,EH,Staatsliedenbuurt,8.1
2018,wijken,EJ,Frederik Hendrikbuurt,10.7
2018,wijken,EK,Van Galenbuurt,6.3
2018,wijken,EL,Geuzenbuurt,7.7
2018,wijken,EM,Hoofdweg e.o.,8.5
2018,wijken,EN,Chassébuurt,7.4
2018,wijken,EP,Bellamybuurt,6.9
2018,wijken,EQ,Da Costabuurt,11.2
2018,wijken,ER,Westindische Buurt,7.8
2018,wijken,ES,Van Lennepbuurt,12.4
2018,wijken,ET,Overtoomse Sluis,7.9
2018,wijken,EU,Helmersbuurt,9.8
2018,wijken,EV,Vondelparkbuurt,17.2
2018,wijken,FA,Sloterdijk Nieuw-West,1.9
2018,wijken,FB,Geuzenveld,10.2
2018,wijken,FC,Slotermeer-West,9.8
2018,wijken,FD,Slotermeer-Noordoost,9.3
2018,wijken,FE,Slotermeer-Zuidoost,11.6
2018,wijken,FF,Lutkemeer/Ookmeer,15.1
2018,wijken,FG,De Aker,10.9
2018,wijken,FH,De Punt,12.3
2018,wijken,FJ,Osdorp-Midden,10.5
2018,wijken,FK,Osdorp-Oost,18.4
2018,wijken,FL,Slotervaart-Noord,14.7
2018,wijken,FM,Overtoomse Veld,7.4
2018,wijken,FN,Slotervaart-Zuid,14.2
2018,wijken,FP,Westlandgracht,6.8
2018,wijken,FQ,Sloten/Nieuw-Sloten,13.6
2018,wijken,KA,Hoofddorppleinbuurt,8.8
2018,wijken,KB,Schinkelbuurt,8.2
2018,wijken,KC,Willemspark,11.6
2018,wijken,KD,Museumkwartier,18.2
2018,wijken,KE,Oude Pijp,8
2018,wijken,KF,Nieuwe Pijp,11.1
2018,wijken,KG,Zuid Pijp,13.6
2018,wijken,KH,Stadionbuurt,14
2018,wijken,KJ,Apollobuurt,16.9
2018,wijken,KK,Scheldebuurt,13.4
2018,wijken,KL,IJselbuurt,11.5
2018,wijken,KM,Rijnbuurt,13
2018,wijken,KN,Prinses Irenebuurt e.o.,22.5
2018,wijken,KP,Zuidas,2.6
2018,wijken,KQ,Buitenveldert-West,22.5
2018,wijken,KR,Buitenveldert-Oost,27.7
2018,wijken,MA,Oostelijk Havengebied,7.8
2018,wijken,MB,Weesperzijde,8
2018,wijken,MC,Oosterparkbuurt,9.8
2018,wijken,MD,Transvaalbuurt,9.1
2018,wijken,ME,Dapperbuurt,11.6
2018,wijken,MF,Indische Buurt-West,8.1
2018,wijken,MG,Indische Buurt-Oost,11.2
2018,wijken,MH,Zeeburgereiland/Bovendiep,3.9
2018,wijken,MJ,IJburg-West,4.2
2018,wijken,MK,IJburg-Oost,
2018,wijken,ML,IJburg-Zuid,3.1
2018,wijken,MM,Frankendael,14
2018,wijken,MN,Middenmeer,10.3
2018,wijken,MP,Betondorp,23.2
2018,wijken,MQ,Omval/Overamstel,4
2018,wijken,NA,Oostzanerwerf,13.7
2018,wijken,NB,Noordelijke IJ-oevers-West,5.2
2018,wijken,NC,Tuindorp Oostzaan,16.1
2018,wijken,ND,Kadoelen,15.7
2018,wijken,NE,Banne Buiksloot,15
2018,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,13.3
2018,wijken,NG,Elzenhagen,7.4
2018,wijken,NH,Buikslotermeer,20.9
2018,wijken,NJ,Waterlandpleinbuurt,11.2
2018,wijken,NK,Volewijck,11.3
2018,wijken,NL,IJplein/Vogelbuurt,10.5
2018,wijken,NM,Tuindorp Buiksloot,16.9
2018,wijken,NN,Tuindorp Nieuwendam,22.5
2018,wijken,NP,Noordelijke IJ-oevers-Oost,4.7
2018,wijken,NQ,Waterland,17.8
2018,wijken,SA,Driemond,15.3
2018,wijken,SB,Bloemendalerpolder,
2018,wijken,SC,Weesp-Noordwest,
2018,wijken,SD,Weesp Binnenstad/Zuid,
2018,wijken,SE,Aetsveld/Oostelijke Vechtoever,
2018,wijken,TA,Amstel III/Bullewijk,1.3
2018,wijken,TB,Venserpolder,8.3
2018,wijken,TC,Amsterdamse Poort e.o.,4.7
2018,wijken,TD,H-buurt,5.7
2018,wijken,TE,Ganzenhoef e.o.,5.1
2018,wijken,TF,Geerdinkhof/Kantershof,18.6
2018,wijken,TG,Bijlmermuseum,8.3
2018,wijken,TH,K-buurt,10.9
2018,wijken,TJ,Holendrecht,15.1
2018,wijken,TK,Nellestein,20.5
2018,wijken,TL,Reigersbos,13.1
2018,wijken,TM,Gein,11.3
2019,wijken,AA,Haarlemmerbuurt,15.2
2019,wijken,AB,Jordaan,15.3
2019,wijken,AC,Grachtengordel-West,16.2
2019,wijken,AD,Burgwallen-Nieuwe Zijde,7.1
2019,wijken,AE,Burgwallen-Oude Zijde,8.4
2019,wijken,AF,Nieuwmarkt/Lastage,16.2
2019,wijken,AG,Grachtengordel-Zuid,13.5
2019,wijken,AH,De Weteringschans,12
2019,wijken,AJ,Weesperbuurt/Plantage,14
2019,wijken,AK,Oostelijke Eilanden/Kadijken,13.4
2019,wijken,BA,Havens-West,6.6
2019,wijken,BB,Coenhaven/Minervahaven,7.5
2019,wijken,EA,Sloterdijk-West,3.3
2019,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,11.5
2019,wijken,EC,Houthavens,7.3
2019,wijken,ED,De Kolenkit,7.7
2019,wijken,EE,Landlust,7.3
2019,wijken,EF,Erasmuspark,7.2
2019,wijken,EG,Centrale Markt,9.6
2019,wijken,EH,Staatsliedenbuurt,8.7
2019,wijken,EJ,Frederik Hendrikbuurt,11.1
2019,wijken,EK,Van Galenbuurt,6.4
2019,wijken,EL,Geuzenbuurt,7.9
2019,wijken,EM,Hoofdweg e.o.,8.7
2019,wijken,EN,Chassébuurt,7.8
2019,wijken,EP,Bellamybuurt,7.5
2019,wijken,EQ,Da Costabuurt,11.6
2019,wijken,ER,Westindische Buurt,7.9
2019,wijken,ES,Van Lennepbuurt,12.8
2019,wijken,ET,Overtoomse Sluis,8.1
2019,wijken,EU,Helmersbuurt,10.3
2019,wijken,EV,Vondelparkbuurt,17.4
2019,wijken,FA,Sloterdijk Nieuw-West,0.8
2019,wijken,FB,Geuzenveld,10.1
2019,wijken,FC,Slotermeer-West,9.9
2019,wijken,FD,Slotermeer-Noordoost,9.4
2019,wijken,FE,Slotermeer-Zuidoost,11.7
2019,wijken,FF,Lutkemeer/Ookmeer,13.8
2019,wijken,FG,De Aker,11.3
2019,wijken,FH,De Punt,12.1
2019,wijken,FJ,Osdorp-Midden,10.8
2019,wijken,FK,Osdorp-Oost,18.2
2019,wijken,FL,Slotervaart-Noord,14.4
2019,wijken,FM,Overtoomse Veld,6.9
2019,wijken,FN,Slotervaart-Zuid,13.3
2019,wijken,FP,Westlandgracht,6.6
