Year,Geography,Code,Name,Appearance living environment (1-10)
2013,wijken,AG,Grachtengordel-Zuid,7.5
2013,wijken,AH,De Weteringschans,7.5
2013,wijken,AJ,Weesperbuurt/Plantage,7.2
2013,wijken,AK,Oostelijke Eilanden/Kadijken,7.1
2013,wijken,BA,Havens-West,
2013,wijken,BB,Coenhaven/Minervahaven,
2013,wijken,EA,Sloterdijk-West,
2013,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,6.7
2013,wijken,EC,Houthavens,7
2013,wijken,ED,De Kolenkit,6.1
2013,wijken,EE,Landlust,6.3
2013,wijken,EF,Erasmuspark,6.5
2013,wijken,EG,Centrale Markt,7.5
2013,wijken,EH,Staatsliedenbuurt,7.1
2013,wijken,EJ,Frederik Hendrikbuurt,7
2013,wijken,EK,Van Galenbuurt,6.5
2013,wijken,EL,Geuzenbuurt,6.9
2013,wijken,EM,Hoofdweg e.o.,6.4
2013,wijken,EN,Chassébuurt,6.3
2013,wijken,EP,Bellamybuurt,6.5
2013,wijken,EQ,Da Costabuurt,7
2013,wijken,ER,Westindische Buurt,7
2013,wijken,ES,Van Lennepbuurt,6.7
2013,wijken,ET,Overtoomse Sluis,7.1
2013,wijken,EU,Helmersbuurt,7.3
2013,wijken,EV,Vondelparkbuurt,7.4
2013,wijken,FA,Sloterdijk Nieuw-West,
2013,wijken,FB,Geuzenveld,
2013,wijken,FC,Slotermeer-West,
2013,wijken,FD,Slotermeer-Noordoost,6.4
2013,wijken,FE,Slotermeer-Zuidoost,
2013,wijken,FF,Lutkemeer/Ookmeer,
2013,wijken,FG,De Aker,6.9
2013,wijken,FH,De Punt,6.6
2013,wijken,FJ,Osdorp-Midden,6.6
2013,wijken,FK,Osdorp-Oost,6.7
2013,wijken,FL,Slotervaart-Noord,6.9
2013,wijken,FM,Overtoomse Veld,5.8
2013,wijken,FN,Slotervaart-Zuid,6.4
2013,wijken,FP,Westlandgracht,6.4
2013,wijken,FQ,Sloten/Nieuw-Sloten,7.4
2013,wijken,KA,Hoofddorppleinbuurt,6.9
2013,wijken,KB,Schinkelbuurt,6.8
2013,wijken,KC,Willemspark,7.7
2013,wijken,KD,Museumkwartier,7.8
2013,wijken,KE,Oude Pijp,6.5
2013,wijken,KF,Nieuwe Pijp,6.8
2013,wijken,KG,Zuid Pijp,6.8
2013,wijken,KH,Stadionbuurt,7.1
2013,wijken,KJ,Apollobuurt,7.8
2013,wijken,KK,Scheldebuurt,7.3
2013,wijken,KL,IJselbuurt,7
2013,wijken,KM,Rijnbuurt,7.1
2013,wijken,KN,Prinses Irenebuurt e.o.,7.5
2013,wijken,KP,Zuidas,6.9
2013,wijken,KQ,Buitenveldert-West,7.2
2013,wijken,KR,Buitenveldert-Oost,7.1
2013,wijken,MA,Oostelijk Havengebied,7.4
2013,wijken,MB,Weesperzijde,7
2013,wijken,MC,Oosterparkbuurt,6.4
2013,wijken,MD,Transvaalbuurt,6.4
2013,wijken,ME,Dapperbuurt,6.6
2013,wijken,MF,Indische Buurt-West,6.5
2013,wijken,MG,Indische Buurt-Oost,6.2
2013,wijken,MH,Zeeburgereiland/Bovendiep,4.6
2013,wijken,MJ,IJburg-West,6.9
2013,wijken,MK,IJburg-Oost,
2013,wijken,ML,IJburg-Zuid,6.8
2013,wijken,MM,Frankendael,7
2013,wijken,MN,Middenmeer,7.4
2013,wijken,MP,Betondorp,7.1
2013,wijken,MQ,Omval/Overamstel,4.6
2013,wijken,NA,Oostzanerwerf,
2013,wijken,NB,Noordelijke IJ-oevers-West,6
2013,wijken,NC,Tuindorp Oostzaan,6.7
2013,wijken,ND,Kadoelen,7.3
2013,wijken,NE,Banne Buiksloot,6.5
2013,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,7.6
2013,wijken,NG,Elzenhagen,7.2
2013,wijken,NH,Buikslotermeer,6.6
2013,wijken,NJ,Waterlandpleinbuurt,6.5
2013,wijken,NK,Volewijck,6.3
2013,wijken,NL,IJplein/Vogelbuurt,6.2
2013,wijken,NM,Tuindorp Buiksloot,6.4
2013,wijken,NN,Tuindorp Nieuwendam,7.1
2013,wijken,NP,Noordelijke IJ-oevers-Oost,
2013,wijken,NQ,Waterland,7.5
2013,wijken,SA,Driemond,6.7
2013,wijken,TA,Amstel III/Bullewijk,
2013,wijken,TB,Venserpolder,
2013,wijken,TC,Amsterdamse Poort e.o.,
2013,wijken,TD,H-buurt,6.3
2013,wijken,TE,Ganzenhoef e.o.,
2013,wijken,TF,Geerdinkhof/Kantershof,6.5
2013,wijken,TG,Bijlmermuseum,
2013,wijken,TH,K-buurt,
2013,wijken,TJ,Holendrecht,6.8
2013,wijken,TK,Nellestein,7.3
2013,wijken,TL,Reigersbos,6.8
2013,wijken,TM,Gein,6.9
2015,wijken,AA,Haarlemmerbuurt,7.4
2015,wijken,AB,Jordaan,7.3
2015,wijken,AC,Grachtengordel-West,8
2015,wijken,AD,Burgwallen-Nieuwe Zijde,6.9
2015,wijken,AE,Burgwallen-Oude Zijde,6.8
2015,wijken,AF,Nieuwmarkt/Lastage,6.9
2015,wijken,AG,Grachtengordel-Zuid,7.9
2015,wijken,AH,De Weteringschans,7.5
2015,wijken,AJ,Weesperbuurt/Plantage,7.1
2015,wijken,AK,Oostelijke Eilanden/Kadijken,7.1
2015,wijken,BA,Havens-West,
2015,wijken,BB,Coenhaven/Minervahaven,
2015,wijken,EA,Sloterdijk-West,
2015,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,6.9
2015,wijken,EC,Houthavens,6.7
2015,wijken,ED,De Kolenkit,6.1
2015,wijken,EE,Landlust,6.3
2015,wijken,EF,Erasmuspark,6.3
2015,wijken,EG,Centrale Markt,7.5
2015,wijken,EH,Staatsliedenbuurt,6.9
2015,wijken,EJ,Frederik Hendrikbuurt,6.9
2015,wijken,EK,Van Galenbuurt,6.8
2015,wijken,EL,Geuzenbuurt,6.9
2015,wijken,EM,Hoofdweg e.o.,6.6
2015,wijken,EN,Chassébuurt,6.3
2015,wijken,EP,Bellamybuurt,6.6
2015,wijken,EQ,Da Costabuurt,7.2
2015,wijken,ER,Westindische Buurt,6.7
2015,wijken,ES,Van Lennepbuurt,6.7
2015,wijken,ET,Overtoomse Sluis,7.1
2015,wijken,EU,Helmersbuurt,7.3
2015,wijken,EV,Vondelparkbuurt,7.4
2015,wijken,FA,Sloterdijk Nieuw-West,
2015,wijken,FB,Geuzenveld,
2015,wijken,FC,Slotermeer-West,
2015,wijken,FD,Slotermeer-Noordoost,5.9
2015,wijken,FE,Slotermeer-Zuidoost,
2015,wijken,FF,Lutkemeer/Ookmeer,
2015,wijken,FG,De Aker,6.8
2015,wijken,FH,De Punt,6.4
2015,wijken,FJ,Osdorp-Midden,6.6
2015,wijken,FK,Osdorp-Oost,6.4
2015,wijken,FL,Slotervaart-Noord,6.7
2015,wijken,FM,Overtoomse Veld,5.9
2015,wijken,FN,Slotervaart-Zuid,6.4
2015,wijken,FP,Westlandgracht,6.2
2015,wijken,FQ,Sloten/Nieuw-Sloten,7.1
2015,wijken,KA,Hoofddorppleinbuurt,7
2015,wijken,KB,Schinkelbuurt,6.7
2015,wijken,KC,Willemspark,7.8
2015,wijken,KD,Museumkwartier,7.6
2015,wijken,KE,Oude Pijp,6.7
2015,wijken,KF,Nieuwe Pijp,6.8
2015,wijken,KG,Zuid Pijp,6.8
2015,wijken,KH,Stadionbuurt,7.2
2015,wijken,KJ,Apollobuurt,7.9
2015,wijken,KK,Scheldebuurt,7.3
2015,wijken,KL,IJselbuurt,7
2015,wijken,KM,Rijnbuurt,7
2015,wijken,KN,Prinses Irenebuurt e.o.,7.8
2015,wijken,KP,Zuidas,
2015,wijken,KQ,Buitenveldert-West,7.2
2015,wijken,KR,Buitenveldert-Oost,7.1
2015,wijken,MA,Oostelijk Havengebied,7.4
2015,wijken,MB,Weesperzijde,6.8
2015,wijken,MC,Oosterparkbuurt,6.8
2015,wijken,MD,Transvaalbuurt,6.5
2015,wijken,ME,Dapperbuurt,6.5
2015,wijken,MF,Indische Buurt-West,6.7
2015,wijken,MG,Indische Buurt-Oost,6.6
2015,wijken,MH,Zeeburgereiland/Bovendiep,4.7
2015,wijken,MJ,IJburg-West,6.7
2015,wijken,MK,IJburg-Oost,
2015,wijken,ML,IJburg-Zuid,7.3
2015,wijken,MM,Frankendael,6.8
2015,wijken,MN,Middenmeer,7.2
2015,wijken,MP,Betondorp,6.8
2015,wijken,MQ,Omval/Overamstel,5.3
2015,wijken,NA,Oostzanerwerf,
2015,wijken,NB,Noordelijke IJ-oevers-West,6.9
2015,wijken,NC,Tuindorp Oostzaan,6.7
2015,wijken,ND,Kadoelen,7
2015,wijken,NE,Banne Buiksloot,6.4
2015,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,7.5
2015,wijken,NG,Elzenhagen,7.1
2015,wijken,NH,Buikslotermeer,6.3
2015,wijken,NJ,Waterlandpleinbuurt,6.6
2015,wijken,NK,Volewijck,6.1
2015,wijken,NL,IJplein/Vogelbuurt,6.1
2015,wijken,NM,Tuindorp Buiksloot,6.7
2015,wijken,NN,Tuindorp Nieuwendam,7.2
2015,wijken,NP,Noordelijke IJ-oevers-Oost,
2015,wijken,NQ,Waterland,8.1
2015,wijken,SA,Driemond,7.2
2015,wijken,TA,Amstel III/Bullewijk,
2015,wijken,TB,Venserpolder,6.5
2015,wijken,TC,Amsterdamse Poort e.o.,
2015,wijken,TD,H-buurt,6.4
2015,wijken,TE,Ganzenhoef e.o.,7
2015,wijken,TF,Geerdinkhof/Kantershof,7.3
2015,wijken,TG,Bijlmermuseum,
2015,wijken,TH,K-buurt,
2015,wijken,TJ,Holendrecht,6.9
2015,wijken,TK,Nellestein,7.5
2015,wijken,TL,Reigersbos,7
2015,wijken,TM,Gein,6.9
2017,wijken,AA,Haarlemmerbuurt,7.5
2017,wijken,AB,Jordaan,7.2
2017,wijken,AC,Grachtengordel-West,7.8
2017,wijken,AD,Burgwallen-Nieuwe Zijde,6.7
2017,wijken,AE,Burgwallen-Oude Zijde,6.7
2017,wijken,AF,Nieuwmarkt/Lastage,7.1
2017,wijken,AG,Grachtengordel-Zuid,7.4
2017,wijken,AH,De Weteringschans,7.4
2017,wijken,AJ,Weesperbuurt/Plantage,7.5
2017,wijken,AK,Oostelijke Eilanden/Kadijken,7.1
2017,wijken,BA,Havens-West,
2017,wijken,BB,Coenhaven/Minervahaven,
2017,wijken,EA,Sloterdijk-West,
2017,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,7
2017,wijken,EC,Houthavens,7.6
2017,wijken,ED,De Kolenkit,6.5
2017,wijken,EE,Landlust,6.7
2017,wijken,EF,Erasmuspark,6.9
2017,wijken,EG,Centrale Markt,7.5
2017,wijken,EH,Staatsliedenbuurt,7.1
2017,wijken,EJ,Frederik Hendrikbuurt,6.9
2017,wijken,EK,Van Galenbuurt,6.8
2017,wijken,EL,Geuzenbuurt,7.1
2017,wijken,EM,Hoofdweg e.o.,6.7
2017,wijken,EN,Chassébuurt,6.8
2017,wijken,EP,Bellamybuurt,7.1
2017,wijken,EQ,Da Costabuurt,7.3
2017,wijken,ER,Westindische Buurt,7.1
2017,wijken,ES,Van Lennepbuurt,6.7
2017,wijken,ET,Overtoomse Sluis,7.5
2017,wijken,EU,Helmersbuurt,7.6
2017,wijken,EV,Vondelparkbuurt,7.4
2017,wijken,FA,Sloterdijk Nieuw-West,
2017,wijken,FB,Geuzenveld,
2017,wijken,FC,Slotermeer-West,
2017,wijken,FD,Slotermeer-Noordoost,6.2
2017,wijken,FE,Slotermeer-Zuidoost,
2017,wijken,FF,Lutkemeer/Ookmeer,
2017,wijken,FG,De Aker,7
2017,wijken,FH,De Punt,6.5
2017,wijken,FJ,Osdorp-Midden,6.3
2017,wijken,FK,Osdorp-Oost,6.5
2017,wijken,FL,Slotervaart-Noord,6.9
2017,wijken,FM,Overtoomse Veld,6.4
2017,wijken,FN,Slotervaart-Zuid,6.5
2017,wijken,FP,Westlandgracht,6.4
2017,wijken,FQ,Sloten/Nieuw-Sloten,7.3
2017,wijken,KA,Hoofddorppleinbuurt,7.3
2017,wijken,KB,Schinkelbuurt,7.2
2017,wijken,KC,Willemspark,7.8
2017,wijken,KD,Museumkwartier,7.7
2017,wijken,KE,Oude Pijp,6.8
2017,wijken,KF,Nieuwe Pijp,6.9
2017,wijken,KG,Zuid Pijp,7
2017,wijken,KH,Stadionbuurt,7.3
2017,wijken,KJ,Apollobuurt,8
2017,wijken,KK,Scheldebuurt,7.5
2017,wijken,KL,IJselbuurt,7.2
2017,wijken,KM,Rijnbuurt,7.2
2017,wijken,KN,Prinses Irenebuurt e.o.,7.3
2017,wijken,KP,Zuidas,6.7
2017,wijken,KQ,Buitenveldert-West,7.3
2017,wijken,KR,Buitenveldert-Oost,7.2
2017,wijken,MA,Oostelijk Havengebied,7.5
2017,wijken,MB,Weesperzijde,7.1
2017,wijken,MC,Oosterparkbuurt,6.9
2017,wijken,MD,Transvaalbuurt,6.8
2017,wijken,ME,Dapperbuurt,6.8
2017,wijken,MF,Indische Buurt-West,7
2017,wijken,MG,Indische Buurt-Oost,6.7
2017,wijken,MH,Zeeburgereiland/Bovendiep,5.6
2017,wijken,MJ,IJburg-West,6.8
2017,wijken,MK,IJburg-Oost,
2017,wijken,ML,IJburg-Zuid,7.2
2017,wijken,MM,Frankendael,7
2017,wijken,MN,Middenmeer,7.4
2017,wijken,MP,Betondorp,7.2
2017,wijken,MQ,Omval/Overamstel,6.1
2017,wijken,NA,Oostzanerwerf,
2017,wijken,NB,Noordelijke IJ-oevers-West,7
2017,wijken,NC,Tuindorp Oostzaan,6.5
2017,wijken,ND,Kadoelen,6.8
2017,wijken,NE,Banne Buiksloot,6.5
2017,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,7.4
2017,wijken,NG,Elzenhagen,6.8
2017,wijken,NH,Buikslotermeer,6.4
2017,wijken,NJ,Waterlandpleinbuurt,6.6
2017,wijken,NK,Volewijck,6.7
2017,wijken,NL,IJplein/Vogelbuurt,6.4
2017,wijken,NM,Tuindorp Buiksloot,6.6
2017,wijken,NN,Tuindorp Nieuwendam,7.4
2017,wijken,NP,Noordelijke IJ-oevers-Oost,
2017,wijken,NQ,Waterland,8
2017,wijken,SA,Driemond,6.7
2017,wijken,SC,Weesp-Noordwest,
2017,wijken,SD,Weesp Binnenstad/Zuid,
2017,wijken,TA,Amstel III/Bullewijk,
2017,wijken,TB,Venserpolder,6.5
2017,wijken,TC,Amsterdamse Poort e.o.,
2017,wijken,TD,H-buurt,6.6
2017,wijken,TE,Ganzenhoef e.o.,6.8
2017,wijken,TF,Geerdinkhof/Kantershof,7.4
2017,wijken,TG,Bijlmermuseum,
2017,wijken,TH,K-buurt,
2017,wijken,TJ,Holendrecht,6.9
2017,wijken,TK,Nellestein,7.4
2017,wijken,TL,Reigersbos,6.8
2017,wijken,TM,Gein,7.1
2019,wijken,AA,Haarlemmerbuurt,7.4
2019,wijken,AB,Jordaan,7.3
2019,wijken,AC,Grachtengordel-West,7.8
2019,wijken,AD,Burgwallen-Nieuwe Zijde,6.6
2019,wijken,AE,Burgwallen-Oude Zijde,6.2
2019,wijken,AF,Nieuwmarkt/Lastage,7.1
2019,wijken,AG,Grachtengordel-Zuid,7.5
2019,wijken,AH,De Weteringschans,7.5
2019,wijken,AJ,Weesperbuurt/Plantage,7.4
2019,wijken,AK,Oostelijke Eilanden/Kadijken,7.1
2019,wijken,BA,Havens-West,
2019,wijken,BB,Coenhaven/Minervahaven,
2019,wijken,EA,Sloterdijk-West,
2019,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,7.1
2019,wijken,EC,Houthavens,7.6
2019,wijken,ED,De Kolenkit,6.4
2019,wijken,EE,Landlust,6.6
2019,wijken,EF,Erasmuspark,7
2019,wijken,EG,Centrale Markt,7.2
2019,wijken,EH,Staatsliedenbuurt,7.1
2019,wijken,EJ,Frederik Hendrikbuurt,7.1
2019,wijken,EK,Van Galenbuurt,6.8
2019,wijken,EL,Geuzenbuurt,7.1
2019,wijken,EM,Hoofdweg e.o.,6.9
2019,wijken,EN,Chassébuurt,6.8
2019,wijken,EP,Bellamybuurt,7.3
2019,wijken,EQ,Da Costabuurt,7.1
2019,wijken,ER,Westindische Buurt,7.2
2019,wijken,ES,Van Lennepbuurt,7
2019,wijken,ET,Overtoomse Sluis,7.4
2019,wijken,EU,Helmersbuurt,7.5
2019,wijken,EV,Vondelparkbuurt,8
2019,wijken,FA,Sloterdijk Nieuw-West,
2019,wijken,FB,Geuzenveld,
2019,wijken,FC,Slotermeer-West,
2019,wijken,FD,Slotermeer-Noordoost,6.2
2019,wijken,FE,Slotermeer-Zuidoost,
2019,wijken,FF,Lutkemeer/Ookmeer,
2019,wijken,FG,De Aker,7
2019,wijken,FH,De Punt,6.3
2019,wijken,FJ,Osdorp-Midden,6.6
2019,wijken,FK,Osdorp-Oost,6.8
2019,wijken,FL,Slotervaart-Noord,7.1
2019,wijken,FM,Overtoomse Veld,6.3
2019,wijken,FN,Slotervaart-Zuid,6.6
2019,wijken,FP,Westlandgracht,6.1
2019,wijken,FQ,Sloten/Nieuw-Sloten,7.5
2019,wijken,KA,Hoofddorppleinbuurt,7.2
2019,wijken,KB,Schinkelbuurt,7.2
2019,wijken,KC,Willemspark,8
2019,wijken,KD,Museumkwartier,7.9
2019,wijken,KE,Oude Pijp,7.1
2019,wijken,KF,Nieuwe Pijp,7.1
2019,wijken,KG,Zuid Pijp,7
2019,wijken,KH,Stadionbuurt,7.5
2019,wijken,KJ,Apollobuurt,8.1
2019,wijken,KK,Scheldebuurt,7.6
2019,wijken,KL,IJselbuurt,7.4
2019,wijken,KM,Rijnbuurt,7.4
2019,wijken,KN,Prinses Irenebuurt e.o.,7.5
2019,wijken,KP,Zuidas,7
2019,wijken,KQ,Buitenveldert-West,7.4
2019,wijken,KR,Buitenveldert-Oost,7.2
2019,wijken,MA,Oostelijk Havengebied,7.5
2019,wijken,MB,Weesperzijde,7.2
2019,wijken,MC,Oosterparkbuurt,7
2019,wijken,MD,Transvaalbuurt,6.9
2019,wijken,ME,Dapperbuurt,7.1
2019,wijken,MF,Indische Buurt-West,7.2
2019,wijken,MG,Indische Buurt-Oost,6.8
2019,wijken,MH,Zeeburgereiland/Bovendiep,6.5
2019,wijken,MJ,IJburg-West,7.1
2019,wijken,MK,IJburg-Oost,
2019,wijken,ML,IJburg-Zuid,7.3
2019,wijken,MM,Frankendael,7.1
2019,wijken,MN,Middenmeer,7.7
2019,wijken,MP,Betondorp,7.4
2019,wijken,MQ,Omval/Overamstel,6.8
2019,wijken,NA,Oostzanerwerf,
2019,wijken,NB,Noordelijke IJ-oevers-West,6.8
2019,wijken,NC,Tuindorp Oostzaan,6.8
2019,wijken,ND,Kadoelen,7
2019,wijken,NE,Banne Buiksloot,6.6
2019,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,7.8
2019,wijken,NG,Elzenhagen,6.4
2019,wijken,NH,Buikslotermeer,6.5
2019,wijken,NJ,Waterlandpleinbuurt,6.6
2019,wijken,NK,Volewijck,6.8
2019,wijken,NL,IJplein/Vogelbuurt,6.3
2019,wijken,NM,Tuindorp Buiksloot,6.8
2019,wijken,NN,Tuindorp Nieuwendam,7.1
2019,wijken,NP,Noordelijke IJ-oevers-Oost,
2019,wijken,NQ,Waterland,8.2
2019,wijken,SA,Driemond,7.3
2019,wijken,SB,Bloemendalerpolder,
2019,wijken,SC,Weesp-Noordwest,
2019,wijken,SD,Weesp Binnenstad/Zuid,
2019,wijken,SE,Aetsveld/Oostelijke Vechtoever,
2019,wijken,TA,Amstel III/Bullewijk,
2019,wijken,TB,Venserpolder,6.6
2019,wijken,TC,Amsterdamse Poort e.o.,
2019,wijken,TD,H-buurt,7
2019,wijken,TE,Ganzenhoef e.o.,6.8
2019,wijken,TF,Geerdinkhof/Kantershof,7.2
2019,wijken,TG,Bijlmermuseum,
2019,wijken,TH,K-buurt,
2019,wijken,TJ,Holendrecht,6.8
2019,wijken,TK,Nellestein,7.6
2019,wijken,TL,Reigersbos,7
2019,wijken,TM,Gein,7
