Year,Geography,Code,Name,Mean disposable household income
2009,wijken,KN,Prinses Irenebuurt e.o.,54000
2009,wijken,KP,Zuidas,
2009,wijken,KQ,Buitenveldert-West,36400
2009,wijken,KR,Buitenveldert-Oost,34700
2009,wijken,MA,Oostelijk Havengebied,40400
2009,wijken,MB,Weesperzijde,35100
2009,wijken,MC,Oosterparkbuurt,27000
2009,wijken,MD,Transvaalbuurt,25400
2009,wijken,ME,Dapperbuurt,26000
2009,wijken,MF,Indische Buurt-West,23900
2009,wijken,MG,Indische Buurt-Oost,24800
2009,wijken,MH,Zeeburgereiland/Bovendiep,
2009,wijken,MJ,IJburg-West,44200
2009,wijken,MK,IJburg-Oost,
2009,wijken,ML,IJburg-Zuid,37500
2009,wijken,MM,Frankendael,28500
2009,wijken,MN,Middenmeer,41100
2009,wijken,MP,Betondorp,22600
2009,wijken,MQ,Omval/Overamstel,43000
2009,wijken,NB,Noordelijke IJ-oevers-West,
2009,wijken,NC,Tuindorp Oostzaan,26900
2009,wijken,ND,Kadoelen,34700
2009,wijken,NE,Banne Buiksloot,26900
2009,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,44400
2009,wijken,NG,Elzenhagen,44400
2009,wijken,NH,Buikslotermeer,26400
2009,wijken,NJ,Waterlandpleinbuurt,27200
2009,wijken,NK,Volewijck,23600
2009,wijken,NL,IJplein/Vogelbuurt,24000
2009,wijken,NM,Tuindorp Buiksloot,26600
2009,wijken,NN,Tuindorp Nieuwendam,25700
2009,wijken,NP,Noordelijke IJ-oevers-Oost,
2009,wijken,NQ,Waterland,45000
2009,wijken,SA,Driemond,39200
2009,wijken,TA,Amstel III/Bullewijk,
2009,wijken,TB,Venserpolder,
2009,wijken,TC,Amsterdamse Poort e.o.,
2009,wijken,TD,H-buurt,
2009,wijken,TE,Ganzenhoef e.o.,
2009,wijken,TF,Geerdinkhof/Kantershof,
2009,wijken,TG,Bijlmermuseum,
2009,wijken,TH,K-buurt,
2009,wijken,TJ,Holendrecht,
2009,wijken,TK,Nellestein,31100
2009,wijken,TL,Reigersbos,
2009,wijken,TM,Gein,30600
2010,wijken,AA,Haarlemmerbuurt,33000
2010,wijken,AB,Jordaan,29500
2010,wijken,AC,Grachtengordel-West,47800
2010,wijken,AD,Burgwallen-Nieuwe Zijde,27700
2010,wijken,AE,Burgwallen-Oude Zijde,27500
2010,wijken,AF,Nieuwmarkt/Lastage,31800
2010,wijken,AG,Grachtengordel-Zuid,46800
2010,wijken,AH,De Weteringschans,36300
2010,wijken,AJ,Weesperbuurt/Plantage,34200
2010,wijken,AK,Oostelijke Eilanden/Kadijken,29600
2010,wijken,EA,Sloterdijk-West,
2010,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,25500
2010,wijken,EC,Houthavens,32500
2010,wijken,ED,De Kolenkit,24800
2010,wijken,EE,Landlust,25500
2010,wijken,EF,Erasmuspark,27400
2010,wijken,EG,Centrale Markt,32700
2010,wijken,EH,Staatsliedenbuurt,26900
2010,wijken,EJ,Frederik Hendrikbuurt,26800
2010,wijken,EK,Van Galenbuurt,23800
2010,wijken,EL,Geuzenbuurt,29400
2010,wijken,EM,Hoofdweg e.o.,24600
2010,wijken,EN,Chassébuurt,27300
2010,wijken,EP,Bellamybuurt,26500
2010,wijken,EQ,Da Costabuurt,30600
2010,wijken,ER,Westindische Buurt,30000
2010,wijken,ES,Van Lennepbuurt,24900
2010,wijken,ET,Overtoomse Sluis,30800
2010,wijken,EU,Helmersbuurt,33800
2010,wijken,EV,Vondelparkbuurt,47100
2010,wijken,FA,Sloterdijk Nieuw-West,
2010,wijken,FB,Geuzenveld,
2010,wijken,FC,Slotermeer-West,
2010,wijken,FD,Slotermeer-Noordoost,24900
2010,wijken,FE,Slotermeer-Zuidoost,
2010,wijken,FF,Lutkemeer/Ookmeer,39000
2010,wijken,FG,De Aker,39100
2010,wijken,FH,De Punt,26700
2010,wijken,FJ,Osdorp-Midden,27300
2010,wijken,FK,Osdorp-Oost,27600
2010,wijken,FL,Slotervaart-Noord,31000
2010,wijken,FM,Overtoomse Veld,28300
2010,wijken,FN,Slotervaart-Zuid,27100
2010,wijken,FP,Westlandgracht,31500
2010,wijken,FQ,Sloten/Nieuw-Sloten,38000
2010,wijken,KA,Hoofddorppleinbuurt,32300
2010,wijken,KB,Schinkelbuurt,29300
2010,wijken,KC,Willemspark,58200
2010,wijken,KD,Museumkwartier,51600
2010,wijken,KE,Oude Pijp,28700
2010,wijken,KF,Nieuwe Pijp,28100
2010,wijken,KG,Zuid Pijp,25200
2010,wijken,KH,Stadionbuurt,31300
2010,wijken,KJ,Apollobuurt,64900
2010,wijken,KK,Scheldebuurt,37300
2010,wijken,KL,IJselbuurt,28100
2010,wijken,KM,Rijnbuurt,28500
2010,wijken,KN,Prinses Irenebuurt e.o.,53300
2010,wijken,KP,Zuidas,35700
2010,wijken,KQ,Buitenveldert-West,35200
2010,wijken,KR,Buitenveldert-Oost,34200
2010,wijken,MA,Oostelijk Havengebied,41200
2010,wijken,MB,Weesperzijde,33100
2010,wijken,MC,Oosterparkbuurt,26600
2010,wijken,MD,Transvaalbuurt,25600
2010,wijken,ME,Dapperbuurt,25500
2010,wijken,MF,Indische Buurt-West,24800
2010,wijken,MG,Indische Buurt-Oost,24900
2010,wijken,MH,Zeeburgereiland/Bovendiep,27500
2010,wijken,MJ,IJburg-West,42700
2010,wijken,MK,IJburg-Oost,
2010,wijken,ML,IJburg-Zuid,36600
2010,wijken,MM,Frankendael,29000
2010,wijken,MN,Middenmeer,39900
2010,wijken,MP,Betondorp,23200
2010,wijken,MQ,Omval/Overamstel,44700
2010,wijken,NB,Noordelijke IJ-oevers-West,31800
2010,wijken,NC,Tuindorp Oostzaan,27000
2010,wijken,ND,Kadoelen,37700
2010,wijken,NE,Banne Buiksloot,27300
2010,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,49400
2010,wijken,NG,Elzenhagen,42900
2010,wijken,NH,Buikslotermeer,26600
2010,wijken,NJ,Waterlandpleinbuurt,27200
2010,wijken,NK,Volewijck,23300
2010,wijken,NL,IJplein/Vogelbuurt,24100
2010,wijken,NM,Tuindorp Buiksloot,26700
2010,wijken,NN,Tuindorp Nieuwendam,26200
2010,wijken,NP,Noordelijke IJ-oevers-Oost,
2010,wijken,NQ,Waterland,44800
2010,wijken,SA,Driemond,38200
2010,wijken,TA,Amstel III/Bullewijk,
2010,wijken,TB,Venserpolder,
2010,wijken,TC,Amsterdamse Poort e.o.,
2010,wijken,TD,H-buurt,
2010,wijken,TE,Ganzenhoef e.o.,
2010,wijken,TF,Geerdinkhof/Kantershof,
2010,wijken,TG,Bijlmermuseum,
2010,wijken,TH,K-buurt,
2010,wijken,TJ,Holendrecht,
2010,wijken,TK,Nellestein,29400
2010,wijken,TL,Reigersbos,
2010,wijken,TM,Gein,30200
2011,wijken,AA,Haarlemmerbuurt,35900
2011,wijken,AB,Jordaan,32300
2011,wijken,AC,Grachtengordel-West,59900
2011,wijken,AD,Burgwallen-Nieuwe Zijde,30100
2011,wijken,AE,Burgwallen-Oude Zijde,30300
2011,wijken,AF,Nieuwmarkt/Lastage,34600
2011,wijken,AG,Grachtengordel-Zuid,55400
2011,wijken,AH,De Weteringschans,40500
2011,wijken,AJ,Weesperbuurt/Plantage,37200
2011,wijken,AK,Oostelijke Eilanden/Kadijken,31400
2011,wijken,BA,Havens-West,
2011,wijken,BB,Coenhaven/Minervahaven,
2011,wijken,EA,Sloterdijk-West,
2011,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,26800
2011,wijken,EC,Houthavens,33300
2011,wijken,ED,De Kolenkit,25500
2011,wijken,EE,Landlust,27000
2011,wijken,EF,Erasmuspark,29700
2011,wijken,EG,Centrale Markt,34700
2011,wijken,EH,Staatsliedenbuurt,29200
2011,wijken,EJ,Frederik Hendrikbuurt,28900
2011,wijken,EK,Van Galenbuurt,24900
2011,wijken,EL,Geuzenbuurt,31300
2011,wijken,EM,Hoofdweg e.o.,26200
2011,wijken,EN,Chassébuurt,28500
2011,wijken,EP,Bellamybuurt,28000
2011,wijken,EQ,Da Costabuurt,32700
2011,wijken,ER,Westindische Buurt,31700
2011,wijken,ES,Van Lennepbuurt,26800
2011,wijken,ET,Overtoomse Sluis,33600
2011,wijken,EU,Helmersbuurt,37400
2011,wijken,EV,Vondelparkbuurt,54500
2011,wijken,FA,Sloterdijk Nieuw-West,
2011,wijken,FB,Geuzenveld,
2011,wijken,FC,Slotermeer-West,
2011,wijken,FD,Slotermeer-Noordoost,26300
2011,wijken,FE,Slotermeer-Zuidoost,
2011,wijken,FF,Lutkemeer/Ookmeer,50500
2011,wijken,FG,De Aker,42200
2011,wijken,FH,De Punt,28300
2011,wijken,FJ,Osdorp-Midden,28700
2011,wijken,FK,Osdorp-Oost,29000
2011,wijken,FL,Slotervaart-Noord,32900
2011,wijken,FM,Overtoomse Veld,29400
2011,wijken,FN,Slotervaart-Zuid,28300
2011,wijken,FP,Westlandgracht,33200
2011,wijken,FQ,Sloten/Nieuw-Sloten,41300
2011,wijken,KA,Hoofddorppleinbuurt,35500
2011,wijken,KB,Schinkelbuurt,31900
2011,wijken,KC,Willemspark,77300
2011,wijken,KD,Museumkwartier,62200
2011,wijken,KE,Oude Pijp,31100
2011,wijken,KF,Nieuwe Pijp,30000
2011,wijken,KG,Zuid Pijp,26100
2011,wijken,KH,Stadionbuurt,33200
2011,wijken,KJ,Apollobuurt,80200
2011,wijken,KK,Scheldebuurt,40000
2011,wijken,KL,IJselbuurt,29700
2011,wijken,KM,Rijnbuurt,30100
2011,wijken,KN,Prinses Irenebuurt e.o.,63500
2011,wijken,KP,Zuidas,50100
2011,wijken,KQ,Buitenveldert-West,38500
2011,wijken,KR,Buitenveldert-Oost,36600
2011,wijken,MA,Oostelijk Havengebied,44000
2011,wijken,MB,Weesperzijde,35800
2011,wijken,MC,Oosterparkbuurt,28200
2011,wijken,MD,Transvaalbuurt,26700
2011,wijken,ME,Dapperbuurt,26700
2011,wijken,MF,Indische Buurt-West,26500
2011,wijken,MG,Indische Buurt-Oost,26000
2011,wijken,MH,Zeeburgereiland/Bovendiep,27400
2011,wijken,MJ,IJburg-West,46300
2011,wijken,MK,IJburg-Oost,
2011,wijken,ML,IJburg-Zuid,40000
2011,wijken,MM,Frankendael,30500
2011,wijken,MN,Middenmeer,43500
2011,wijken,MP,Betondorp,24100
2011,wijken,MQ,Omval/Overamstel,46000
2011,wijken,NA,Oostzanerwerf,
2011,wijken,NB,Noordelijke IJ-oevers-West,32900
2011,wijken,NC,Tuindorp Oostzaan,28400
2011,wijken,ND,Kadoelen,40500
2011,wijken,NE,Banne Buiksloot,28700
2011,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,57500
2011,wijken,NG,Elzenhagen,46500
2011,wijken,NH,Buikslotermeer,27600
2011,wijken,NJ,Waterlandpleinbuurt,28800
2011,wijken,NK,Volewijck,24000
2011,wijken,NL,IJplein/Vogelbuurt,25200
2011,wijken,NM,Tuindorp Buiksloot,27700
2011,wijken,NN,Tuindorp Nieuwendam,27300
2011,wijken,NP,Noordelijke IJ-oevers-Oost,
2011,wijken,NQ,Waterland,50200
2011,wijken,SA,Driemond,42000
2011,wijken,TA,Amstel III/Bullewijk,
2011,wijken,TB,Venserpolder,
2011,wijken,TC,Amsterdamse Poort e.o.,
2011,wijken,TD,H-buurt,
2011,wijken,TE,Ganzenhoef e.o.,
2011,wijken,TF,Geerdinkhof/Kantershof,
2011,wijken,TG,Bijlmermuseum,
2011,wijken,TH,K-buurt,
2011,wijken,TJ,Holendrecht,
2011,wijken,TK,Nellestein,31200
2011,wijken,TL,Reigersbos,
2011,wijken,TM,Gein,31700
2012,wijken,AA,Haarlemmerbuurt,36200
2012,wijken,AB,Jordaan,32600
2012,wijken,AC,Grachtengordel-West,59700
2012,wijken,AD,Burgwallen-Nieuwe Zijde,31200
2012,wijken,AE,Burgwallen-Oude Zijde,30500
2012,wijken,AF,Nieuwmarkt/Lastage,34800
2012,wijken,AG,Grachtengordel-Zuid,56500
2012,wijken,AH,De Weteringschans,41900
2012,wijken,AJ,Weesperbuurt/Plantage,37300
2012,wijken,AK,Oostelijke Eilanden/Kadijken,31800
2012,wijken,BA,Havens-West,
2012,wijken,BB,Coenhaven/Minervahaven,
2012,wijken,EA,Sloterdijk-West,26904
2012,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,27300
2012,wijken,EC,Houthavens,31300
2012,wijken,ED,De Kolenkit,25000
2012,wijken,EE,Landlust,27500
2012,wijken,EF,Erasmuspark,30000
2012,wijken,EG,Centrale Markt,34800
2012,wijken,EH,Staatsliedenbuurt,29300
2012,wijken,EJ,Frederik Hendrikbuurt,29900
2012,wijken,EK,Van Galenbuurt,25500
2012,wijken,EL,Geuzenbuurt,31200
2012,wijken,EM,Hoofdweg e.o.,26400
2012,wijken,EN,Chassébuurt,29300
2012,wijken,EP,Bellamybuurt,28600
2012,wijken,EQ,Da Costabuurt,33900
2012,wijken,ER,Westindische Buurt,32400
2012,wijken,ES,Van Lennepbuurt,27000
2012,wijken,ET,Overtoomse Sluis,34900
2012,wijken,EU,Helmersbuurt,37600
2012,wijken,EV,Vondelparkbuurt,58300
2012,wijken,FA,Sloterdijk Nieuw-West,17077
2012,wijken,FB,Geuzenveld,
2012,wijken,FC,Slotermeer-West,
2012,wijken,FD,Slotermeer-Noordoost,26600
2012,wijken,FE,Slotermeer-Zuidoost,
2012,wijken,FF,Lutkemeer/Ookmeer,44800
2012,wijken,FG,De Aker,42100
2012,wijken,FH,De Punt,28600
2012,wijken,FJ,Osdorp-Midden,29000
2012,wijken,FK,Osdorp-Oost,28800
2012,wijken,FL,Slotervaart-Noord,33200
2012,wijken,FM,Overtoomse Veld,29500
2012,wijken,FN,Slotervaart-Zuid,28800
2012,wijken,FP,Westlandgracht,34400
2012,wijken,FQ,Sloten/Nieuw-Sloten,41800
2012,wijken,KA,Hoofddorppleinbuurt,36300
2012,wijken,KB,Schinkelbuurt,32000
2012,wijken,KC,Willemspark,68900
2012,wijken,KD,Museumkwartier,66100
2012,wijken,KE,Oude Pijp,31700
2012,wijken,KF,Nieuwe Pijp,30500
2012,wijken,KG,Zuid Pijp,26700
2012,wijken,KH,Stadionbuurt,34900
2012,wijken,KJ,Apollobuurt,83300
2012,wijken,KK,Scheldebuurt,40900
2012,wijken,KL,IJselbuurt,29800
2012,wijken,KM,Rijnbuurt,30200
2012,wijken,KN,Prinses Irenebuurt e.o.,61600
2012,wijken,KP,Zuidas,78200
2012,wijken,KQ,Buitenveldert-West,40400
2012,wijken,KR,Buitenveldert-Oost,37100
2012,wijken,MA,Oostelijk Havengebied,44200
2012,wijken,MB,Weesperzijde,36900
2012,wijken,MC,Oosterparkbuurt,29000
2012,wijken,MD,Transvaalbuurt,27300
2012,wijken,ME,Dapperbuurt,26900
2012,wijken,MF,Indische Buurt-West,27000
2012,wijken,MG,Indische Buurt-Oost,26400
2012,wijken,MH,Zeeburgereiland/Bovendiep,27200
2012,wijken,MJ,IJburg-West,46700
2012,wijken,MK,IJburg-Oost,
2012,wijken,ML,IJburg-Zuid,40800
2012,wijken,MM,Frankendael,30300
2012,wijken,MN,Middenmeer,44200
2012,wijken,MP,Betondorp,23900
2012,wijken,MQ,Omval/Overamstel,43600
2012,wijken,NA,Oostzanerwerf,
2012,wijken,NB,Noordelijke IJ-oevers-West,36100
2012,wijken,NC,Tuindorp Oostzaan,28400
2012,wijken,ND,Kadoelen,41800
2012,wijken,NE,Banne Buiksloot,29100
2012,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,58100
2012,wijken,NG,Elzenhagen,47300
2012,wijken,NH,Buikslotermeer,27700
2012,wijken,NJ,Waterlandpleinbuurt,28600
2012,wijken,NK,Volewijck,24000
2012,wijken,NL,IJplein/Vogelbuurt,25100
2012,wijken,NM,Tuindorp Buiksloot,28200
2012,wijken,NN,Tuindorp Nieuwendam,27500
2012,wijken,NP,Noordelijke IJ-oevers-Oost,30792
2012,wijken,NQ,Waterland,60200
2012,wijken,SA,Driemond,39900
2012,wijken,TA,Amstel III/Bullewijk,30500
2012,wijken,TB,Venserpolder,
2012,wijken,TC,Amsterdamse Poort e.o.,
2012,wijken,TD,H-buurt,
2012,wijken,TE,Ganzenhoef e.o.,
2012,wijken,TF,Geerdinkhof/Kantershof,
2012,wijken,TG,Bijlmermuseum,
2012,wijken,TH,K-buurt,
2012,wijken,TJ,Holendrecht,
2012,wijken,TK,Nellestein,31200
2012,wijken,TL,Reigersbos,
2012,wijken,TM,Gein,31900
2013,wijken,AA,Haarlemmerbuurt,37200
2013,wijken,AB,Jordaan,32700
2013,wijken,AC,Grachtengordel-West,62300
2013,wijken,AD,Burgwallen-Nieuwe Zijde,31600
2013,wijken,AE,Burgwallen-Oude Zijde,30700
2013,wijken,AF,Nieuwmarkt/Lastage,35000
2013,wijken,AG,Grachtengordel-Zuid,58700
2013,wijken,AH,De Weteringschans,46300
2013,wijken,AJ,Weesperbuurt/Plantage,38300
2013,wijken,AK,Oostelijke Eilanden/Kadijken,33300
2013,wijken,BA,Havens-West,
2013,wijken,BB,Coenhaven/Minervahaven,
2013,wijken,EA,Sloterdijk-West,23000
2013,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,27500
2013,wijken,EC,Houthavens,35200
2013,wijken,ED,De Kolenkit,26200
2013,wijken,EE,Landlust,27800
2013,wijken,EF,Erasmuspark,30700
2013,wijken,EG,Centrale Markt,35400
2013,wijken,EH,Staatsliedenbuurt,30100
2013,wijken,EJ,Frederik Hendrikbuurt,30900
2013,wijken,EK,Van Galenbuurt,26200
2013,wijken,EL,Geuzenbuurt,32000
2013,wijken,EM,Hoofdweg e.o.,27000
2013,wijken,EN,Chassébuurt,30600
2013,wijken,EP,Bellamybuurt,29000
2013,wijken,EQ,Da Costabuurt,33900
2013,wijken,ER,Westindische Buurt,33500
2013,wijken,ES,Van Lennepbuurt,27400
2013,wijken,ET,Overtoomse Sluis,35800
2013,wijken,EU,Helmersbuurt,38300
2013,wijken,EV,Vondelparkbuurt,69700
2013,wijken,FA,Sloterdijk Nieuw-West,
2013,wijken,FB,Geuzenveld,
2013,wijken,FC,Slotermeer-West,
2013,wijken,FD,Slotermeer-Noordoost,26600
2013,wijken,FE,Slotermeer-Zuidoost,
2013,wijken,FF,Lutkemeer/Ookmeer,47100
2013,wijken,FG,De Aker,42700
2013,wijken,FH,De Punt,28800
2013,wijken,FJ,Osdorp-Midden,29600
2013,wijken,FK,Osdorp-Oost,29000
2013,wijken,FL,Slotervaart-Noord,32900
2013,wijken,FM,Overtoomse Veld,29900
2013,wijken,FN,Slotervaart-Zuid,28900
2013,wijken,FP,Westlandgracht,35400
2013,wijken,FQ,Sloten/Nieuw-Sloten,42600
2013,wijken,KA,Hoofddorppleinbuurt,36800
2013,wijken,KB,Schinkelbuurt,32700
2013,wijken,KC,Willemspark,78900
2013,wijken,KD,Museumkwartier,65200
2013,wijken,KE,Oude Pijp,32300
2013,wijken,KF,Nieuwe Pijp,31400
2013,wijken,KG,Zuid Pijp,26900
2013,wijken,KH,Stadionbuurt,34400
2013,wijken,KJ,Apollobuurt,84100
2013,wijken,KK,Scheldebuurt,41300
2013,wijken,KL,IJselbuurt,30800
2013,wijken,KM,Rijnbuurt,31100
2013,wijken,KN,Prinses Irenebuurt e.o.,60700
2013,wijken,KP,Zuidas,61400
2013,wijken,KQ,Buitenveldert-West,39000
2013,wijken,KR,Buitenveldert-Oost,36800
2013,wijken,MA,Oostelijk Havengebied,44500
2013,wijken,MB,Weesperzijde,37700
2013,wijken,MC,Oosterparkbuurt,29600
2013,wijken,MD,Transvaalbuurt,27900
2013,wijken,ME,Dapperbuurt,27100
2013,wijken,MF,Indische Buurt-West,27700
2013,wijken,MG,Indische Buurt-Oost,27000
2013,wijken,MH,Zeeburgereiland/Bovendiep,24100
2013,wijken,MJ,IJburg-West,47000
2013,wijken,MK,IJburg-Oost,
2013,wijken,ML,IJburg-Zuid,41500
2013,wijken,MM,Frankendael,31000
2013,wijken,MN,Middenmeer,44900
2013,wijken,MP,Betondorp,24400
2013,wijken,MQ,Omval/Overamstel,42200
2013,wijken,NA,Oostzanerwerf,
2013,wijken,NB,Noordelijke IJ-oevers-West,43300
2013,wijken,NC,Tuindorp Oostzaan,28900
2013,wijken,ND,Kadoelen,40700
2013,wijken,NE,Banne Buiksloot,29400
2013,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,56600
2013,wijken,NG,Elzenhagen,47200
2013,wijken,NH,Buikslotermeer,27600
2013,wijken,NJ,Waterlandpleinbuurt,29200
2013,wijken,NK,Volewijck,24500
2013,wijken,NL,IJplein/Vogelbuurt,25500
2013,wijken,NM,Tuindorp Buiksloot,27800
2013,wijken,NN,Tuindorp Nieuwendam,28000
2013,wijken,NP,Noordelijke IJ-oevers-Oost,
2013,wijken,NQ,Waterland,51800
2013,wijken,SA,Driemond,40400
2013,wijken,TA,Amstel III/Bullewijk,
2013,wijken,TB,Venserpolder,
2013,wijken,TC,Amsterdamse Poort e.o.,
2013,wijken,TD,H-buurt,
2013,wijken,TE,Ganzenhoef e.o.,
2013,wijken,TF,Geerdinkhof/Kantershof,
2013,wijken,TG,Bijlmermuseum,
2013,wijken,TH,K-buurt,
2013,wijken,TJ,Holendrecht,
2013,wijken,TK,Nellestein,30800
2013,wijken,TL,Reigersbos,
2013,wijken,TM,Gein,32100
2014,wijken,AA,Haarlemmerbuurt,41500
2014,wijken,AB,Jordaan,35200
2014,wijken,AC,Grachtengordel-West,64500
2014,wijken,AD,Burgwallen-Nieuwe Zijde,35100
2014,wijken,AE,Burgwallen-Oude Zijde,31900
2014,wijken,AF,Nieuwmarkt/Lastage,37300
2014,wijken,AG,Grachtengordel-Zuid,65800
2014,wijken,AH,De Weteringschans,49400
2014,wijken,AJ,Weesperbuurt/Plantage,41200
2014,wijken,AK,Oostelijke Eilanden/Kadijken,35200
2014,wijken,BA,Havens-West,
2014,wijken,BB,Coenhaven/Minervahaven,
2014,wijken,EA,Sloterdijk-West,36600
2014,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,28700
2014,wijken,EC,Houthavens,35200
2014,wijken,ED,De Kolenkit,27800
2014,wijken,EE,Landlust,29000
2014,wijken,EF,Erasmuspark,32500
2014,wijken,EG,Centrale Markt,37800
2014,wijken,EH,Staatsliedenbuurt,32000
2014,wijken,EJ,Frederik Hendrikbuurt,32900
2014,wijken,EK,Van Galenbuurt,23500
2014,wijken,EL,Geuzenbuurt,34300
2014,wijken,EM,Hoofdweg e.o.,28900
2014,wijken,EN,Chassébuurt,32300
2014,wijken,EP,Bellamybuurt,30900
2014,wijken,EQ,Da Costabuurt,35600
2014,wijken,ER,Westindische Buurt,34800
2014,wijken,ES,Van Lennepbuurt,29500
2014,wijken,ET,Overtoomse Sluis,39000
2014,wijken,EU,Helmersbuurt,41300
2014,wijken,EV,Vondelparkbuurt,67300
2014,wijken,FA,Sloterdijk Nieuw-West,
2014,wijken,FB,Geuzenveld,
2014,wijken,FC,Slotermeer-West,
2014,wijken,FD,Slotermeer-Noordoost,27800
2014,wijken,FE,Slotermeer-Zuidoost,
2014,wijken,FF,Lutkemeer/Ookmeer,53500
2014,wijken,FG,De Aker,44300
2014,wijken,FH,De Punt,29800
2014,wijken,FJ,Osdorp-Midden,31100
2014,wijken,FK,Osdorp-Oost,30000
2014,wijken,FL,Slotervaart-Noord,34100
2014,wijken,FM,Overtoomse Veld,31100
2014,wijken,FN,Slotervaart-Zuid,30500
2014,wijken,FP,Westlandgracht,37900
2014,wijken,FQ,Sloten/Nieuw-Sloten,44700
2014,wijken,KA,Hoofddorppleinbuurt,39200
2014,wijken,KB,Schinkelbuurt,34400
2014,wijken,KC,Willemspark,82800
2014,wijken,KD,Museumkwartier,73300
2014,wijken,KE,Oude Pijp,34900
2014,wijken,KF,Nieuwe Pijp,33900
2014,wijken,KG,Zuid Pijp,28100
2014,wijken,KH,Stadionbuurt,36700
2014,wijken,KJ,Apollobuurt,100200
2014,wijken,KK,Scheldebuurt,43200
2014,wijken,KL,IJselbuurt,32100
2014,wijken,KM,Rijnbuurt,31800
2014,wijken,KN,Prinses Irenebuurt e.o.,89500
2014,wijken,KP,Zuidas,61800
2014,wijken,KQ,Buitenveldert-West,41400
2014,wijken,KR,Buitenveldert-Oost,39000
2014,wijken,MA,Oostelijk Havengebied,46700
2014,wijken,MB,Weesperzijde,40500
2014,wijken,MC,Oosterparkbuurt,31100
2014,wijken,MD,Transvaalbuurt,29000
2014,wijken,ME,Dapperbuurt,29600
2014,wijken,MF,Indische Buurt-West,29400
2014,wijken,MG,Indische Buurt-Oost,28100
2014,wijken,MH,Zeeburgereiland/Bovendiep,27800
2014,wijken,MJ,IJburg-West,50300
2014,wijken,MK,IJburg-Oost,
2014,wijken,ML,IJburg-Zuid,45100
2014,wijken,MM,Frankendael,33700
2014,wijken,MN,Middenmeer,47200
2014,wijken,MP,Betondorp,25200
2014,wijken,MQ,Omval/Overamstel,46000
2014,wijken,NA,Oostzanerwerf,
2014,wijken,NB,Noordelijke IJ-oevers-West,47100
2014,wijken,NC,Tuindorp Oostzaan,30500
2014,wijken,ND,Kadoelen,43600
2014,wijken,NE,Banne Buiksloot,30700
2014,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,64300
2014,wijken,NG,Elzenhagen,50400
2014,wijken,NH,Buikslotermeer,29000
2014,wijken,NJ,Waterlandpleinbuurt,30300
2014,wijken,NK,Volewijck,25300
2014,wijken,NL,IJplein/Vogelbuurt,26700
