Year,Geography,Code,Name,Population
2009,wijken,TC,Amsterdamse Poort e.o.,5489
2009,wijken,TD,H-buurt,7072
2009,wijken,TE,Ganzenhoef e.o.,6785
2009,wijken,TF,Geerdinkhof/Kantershof,5133
2009,wijken,TG,Bijlmermuseum,8365
2009,wijken,TH,K-buurt,4870
2009,wijken,TJ,Holendrecht,9783
2009,wijken,TK,Nellestein,2757
2009,wijken,TL,Reigersbos,8564
2009,wijken,TM,Gein,11905
2010,wijken,AA,Haarlemmerbuurt,8704
2010,wijken,AB,Jordaan,18927
2010,wijken,AC,Grachtengordel-West,6230
2010,wijken,AD,Burgwallen-Nieuwe Zijde,4146
2010,wijken,AE,Burgwallen-Oude Zijde,3900
2010,wijken,AF,Nieuwmarkt/Lastage,8808
2010,wijken,AG,Grachtengordel-Zuid,5125
2010,wijken,AH,De Weteringschans,6973
2010,wijken,AJ,Weesperbuurt/Plantage,7542
2010,wijken,AK,Oostelijke Eilanden/Kadijken,12355
2010,wijken,EA,Sloterdijk-West,186
2010,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,9968
2010,wijken,EC,Houthavens,1749
2010,wijken,ED,De Kolenkit,7313
2010,wijken,EE,Landlust,17966
2010,wijken,EF,Erasmuspark,5500
2010,wijken,EG,Centrale Markt,2585
2010,wijken,EH,Staatsliedenbuurt,11921
2010,wijken,EJ,Frederik Hendrikbuurt,7834
2010,wijken,EK,Van Galenbuurt,5502
2010,wijken,EL,Geuzenbuurt,6487
2010,wijken,EM,Hoofdweg e.o.,10026
2010,wijken,EN,Chassébuurt,5462
2010,wijken,EP,Bellamybuurt,5140
2010,wijken,EQ,Da Costabuurt,4395
2010,wijken,ER,Westindische Buurt,6393
2010,wijken,ES,Van Lennepbuurt,6775
2010,wijken,ET,Overtoomse Sluis,7243
2010,wijken,EU,Helmersbuurt,7120
2010,wijken,EV,Vondelparkbuurt,1730
2010,wijken,FA,Sloterdijk Nieuw-West,69
2010,wijken,FB,Geuzenveld,15157
2010,wijken,FC,Slotermeer-West,10057
2010,wijken,FD,Slotermeer-Noordoost,9177
2010,wijken,FE,Slotermeer-Zuidoost,6012
2010,wijken,FF,Lutkemeer/Ookmeer,880
2010,wijken,FG,De Aker,14341
2010,wijken,FH,De Punt,5113
2010,wijken,FJ,Osdorp-Midden,13442
2010,wijken,FK,Osdorp-Oost,15054
2010,wijken,FL,Slotervaart-Noord,7584
2010,wijken,FM,Overtoomse Veld,10475
2010,wijken,FN,Slotervaart-Zuid,8901
2010,wijken,FP,Westlandgracht,5154
2010,wijken,FQ,Sloten/Nieuw-Sloten,13839
2010,wijken,KA,Hoofddorppleinbuurt,10846
2010,wijken,KB,Schinkelbuurt,3727
2010,wijken,KC,Willemspark,5233
2010,wijken,KD,Museumkwartier,12560
2010,wijken,KE,Oude Pijp,13771
2010,wijken,KF,Nieuwe Pijp,11539
2010,wijken,KG,Zuid Pijp,7976
2010,wijken,KH,Stadionbuurt,12058
2010,wijken,KJ,Apollobuurt,8167
2010,wijken,KK,Scheldebuurt,13720
2010,wijken,KL,IJselbuurt,5041
2010,wijken,KM,Rijnbuurt,8635
2010,wijken,KN,Prinses Irenebuurt e.o.,1185
2010,wijken,KP,Zuidas,226
2010,wijken,KQ,Buitenveldert-West,12062
2010,wijken,KR,Buitenveldert-Oost,7062
2010,wijken,MA,Oostelijk Havengebied,17670
2010,wijken,MB,Weesperzijde,4648
2010,wijken,MC,Oosterparkbuurt,10253
2010,wijken,MD,Transvaalbuurt,9301
2010,wijken,ME,Dapperbuurt,7975
2010,wijken,MF,Indische Buurt-West,12061
2010,wijken,MG,Indische Buurt-Oost,10425
2010,wijken,MH,Zeeburgereiland/Bovendiep,468
2010,wijken,MJ,IJburg-West,11842
2010,wijken,MK,IJburg-Oost,
2010,wijken,ML,IJburg-Zuid,3660
2010,wijken,MM,Frankendael,9695
2010,wijken,MN,Middenmeer,13526
2010,wijken,MP,Betondorp,3074
2010,wijken,MQ,Omval/Overamstel,2017
2010,wijken,NB,Noordelijke IJ-oevers-West,651
2010,wijken,NC,Tuindorp Oostzaan,10373
2010,wijken,ND,Kadoelen,2907
2010,wijken,NE,Banne Buiksloot,12518
2010,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,1687
2010,wijken,NG,Elzenhagen,1282
2010,wijken,NH,Buikslotermeer,10662
2010,wijken,NJ,Waterlandpleinbuurt,12216
2010,wijken,NK,Volewijck,9395
2010,wijken,NL,IJplein/Vogelbuurt,8310
2010,wijken,NM,Tuindorp Buiksloot,1904
2010,wijken,NN,Tuindorp Nieuwendam,3425
2010,wijken,NP,Noordelijke IJ-oevers-Oost,136
2010,wijken,NQ,Waterland,2142
2010,wijken,SA,Driemond,1509
2010,wijken,TA,Amstel III/Bullewijk,178
2010,wijken,TB,Venserpolder,8188
2010,wijken,TC,Amsterdamse Poort e.o.,5433
2010,wijken,TD,H-buurt,7209
2010,wijken,TE,Ganzenhoef e.o.,6908
2010,wijken,TF,Geerdinkhof/Kantershof,5180
2010,wijken,TG,Bijlmermuseum,8736
2010,wijken,TH,K-buurt,5029
2010,wijken,TJ,Holendrecht,9802
2010,wijken,TK,Nellestein,2839
2010,wijken,TL,Reigersbos,8619
2010,wijken,TM,Gein,11878
2011,wijken,AA,Haarlemmerbuurt,8925
2011,wijken,AB,Jordaan,18979
2011,wijken,AC,Grachtengordel-West,6337
2011,wijken,AD,Burgwallen-Nieuwe Zijde,4147
2011,wijken,AE,Burgwallen-Oude Zijde,3928
2011,wijken,AF,Nieuwmarkt/Lastage,9008
2011,wijken,AG,Grachtengordel-Zuid,5293
2011,wijken,AH,De Weteringschans,7101
2011,wijken,AJ,Weesperbuurt/Plantage,7752
2011,wijken,AK,Oostelijke Eilanden/Kadijken,12557
2011,wijken,BA,Havens-West,219
2011,wijken,BB,Coenhaven/Minervahaven,30
2011,wijken,EA,Sloterdijk-West,198
2011,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,10320
2011,wijken,EC,Houthavens,1943
2011,wijken,ED,De Kolenkit,7215
2011,wijken,EE,Landlust,18300
2011,wijken,EF,Erasmuspark,5658
2011,wijken,EG,Centrale Markt,2595
2011,wijken,EH,Staatsliedenbuurt,12094
2011,wijken,EJ,Frederik Hendrikbuurt,7923
2011,wijken,EK,Van Galenbuurt,5542
2011,wijken,EL,Geuzenbuurt,6603
2011,wijken,EM,Hoofdweg e.o.,10058
2011,wijken,EN,Chassébuurt,5550
2011,wijken,EP,Bellamybuurt,5172
2011,wijken,EQ,Da Costabuurt,4429
2011,wijken,ER,Westindische Buurt,6464
2011,wijken,ES,Van Lennepbuurt,6824
2011,wijken,ET,Overtoomse Sluis,7479
2011,wijken,EU,Helmersbuurt,7235
2011,wijken,EV,Vondelparkbuurt,1717
2011,wijken,FA,Sloterdijk Nieuw-West,102
2011,wijken,FB,Geuzenveld,15552
2011,wijken,FC,Slotermeer-West,10424
2011,wijken,FD,Slotermeer-Noordoost,9302
2011,wijken,FE,Slotermeer-Zuidoost,6101
2011,wijken,FF,Lutkemeer/Ookmeer,882
2011,wijken,FG,De Aker,14249
2011,wijken,FH,De Punt,5090
2011,wijken,FJ,Osdorp-Midden,14012
2011,wijken,FK,Osdorp-Oost,15392
2011,wijken,FL,Slotervaart-Noord,7726
2011,wijken,FM,Overtoomse Veld,10446
2011,wijken,FN,Slotervaart-Zuid,9073
2011,wijken,FP,Westlandgracht,5846
2011,wijken,FQ,Sloten/Nieuw-Sloten,13989
2011,wijken,KA,Hoofddorppleinbuurt,10936
2011,wijken,KB,Schinkelbuurt,3761
2011,wijken,KC,Willemspark,5333
2011,wijken,KD,Museumkwartier,12612
2011,wijken,KE,Oude Pijp,14102
2011,wijken,KF,Nieuwe Pijp,11674
2011,wijken,KG,Zuid Pijp,8032
2011,wijken,KH,Stadionbuurt,12487
2011,wijken,KJ,Apollobuurt,8306
2011,wijken,KK,Scheldebuurt,13873
2011,wijken,KL,IJselbuurt,5040
2011,wijken,KM,Rijnbuurt,8820
2011,wijken,KN,Prinses Irenebuurt e.o.,1212
2011,wijken,KP,Zuidas,507
2011,wijken,KQ,Buitenveldert-West,12142
2011,wijken,KR,Buitenveldert-Oost,7024
2011,wijken,MA,Oostelijk Havengebied,17984
2011,wijken,MB,Weesperzijde,4739
2011,wijken,MC,Oosterparkbuurt,10257
2011,wijken,MD,Transvaalbuurt,9248
2011,wijken,ME,Dapperbuurt,8206
2011,wijken,MF,Indische Buurt-West,12407
2011,wijken,MG,Indische Buurt-Oost,10399
2011,wijken,MH,Zeeburgereiland/Bovendiep,756
2011,wijken,MJ,IJburg-West,12667
2011,wijken,MK,IJburg-Oost,
2011,wijken,ML,IJburg-Zuid,4701
2011,wijken,MM,Frankendael,9948
2011,wijken,MN,Middenmeer,13773
2011,wijken,MP,Betondorp,3107
2011,wijken,MQ,Omval/Overamstel,2042
2011,wijken,NA,Oostzanerwerf,8483
2011,wijken,NB,Noordelijke IJ-oevers-West,1012
2011,wijken,NC,Tuindorp Oostzaan,10345
2011,wijken,ND,Kadoelen,2859
2011,wijken,NE,Banne Buiksloot,12661
2011,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,1696
2011,wijken,NG,Elzenhagen,1405
2011,wijken,NH,Buikslotermeer,10841
2011,wijken,NJ,Waterlandpleinbuurt,12177
2011,wijken,NK,Volewijck,9403
2011,wijken,NL,IJplein/Vogelbuurt,8206
2011,wijken,NM,Tuindorp Buiksloot,1881
2011,wijken,NN,Tuindorp Nieuwendam,3429
2011,wijken,NP,Noordelijke IJ-oevers-Oost,123
2011,wijken,NQ,Waterland,2154
2011,wijken,SA,Driemond,1543
2011,wijken,TA,Amstel III/Bullewijk,187
2011,wijken,TB,Venserpolder,8328
2011,wijken,TC,Amsterdamse Poort e.o.,5653
2011,wijken,TD,H-buurt,7245
2011,wijken,TE,Ganzenhoef e.o.,7084
2011,wijken,TF,Geerdinkhof/Kantershof,6988
2011,wijken,TG,Bijlmermuseum,6435
2011,wijken,TH,K-buurt,5328
2011,wijken,TJ,Holendrecht,9887
2011,wijken,TK,Nellestein,2873
2011,wijken,TL,Reigersbos,8537
2011,wijken,TM,Gein,11920
2012,wijken,AA,Haarlemmerbuurt,9046
2012,wijken,AB,Jordaan,19090
2012,wijken,AC,Grachtengordel-West,6403
2012,wijken,AD,Burgwallen-Nieuwe Zijde,4047
2012,wijken,AE,Burgwallen-Oude Zijde,4013
2012,wijken,AF,Nieuwmarkt/Lastage,9021
2012,wijken,AG,Grachtengordel-Zuid,5264
2012,wijken,AH,De Weteringschans,7146
2012,wijken,AJ,Weesperbuurt/Plantage,7640
2012,wijken,AK,Oostelijke Eilanden/Kadijken,12868
2012,wijken,BA,Havens-West,221
2012,wijken,BB,Coenhaven/Minervahaven,30
2012,wijken,EA,Sloterdijk-West,209
2012,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,10585
2012,wijken,EC,Houthavens,1909
2012,wijken,ED,De Kolenkit,7952
2012,wijken,EE,Landlust,18098
2012,wijken,EF,Erasmuspark,5710
2012,wijken,EG,Centrale Markt,2587
2012,wijken,EH,Staatsliedenbuurt,12400
2012,wijken,EJ,Frederik Hendrikbuurt,7879
2012,wijken,EK,Van Galenbuurt,5583
2012,wijken,EL,Geuzenbuurt,6649
2012,wijken,EM,Hoofdweg e.o.,10149
2012,wijken,EN,Chassébuurt,5650
2012,wijken,EP,Bellamybuurt,5399
2012,wijken,EQ,Da Costabuurt,4448
2012,wijken,ER,Westindische Buurt,6404
2012,wijken,ES,Van Lennepbuurt,6937
2012,wijken,ET,Overtoomse Sluis,7547
2012,wijken,EU,Helmersbuurt,7337
2012,wijken,EV,Vondelparkbuurt,1752
2012,wijken,FA,Sloterdijk Nieuw-West,103
2012,wijken,FB,Geuzenveld,16347
2012,wijken,FC,Slotermeer-West,10390
2012,wijken,FD,Slotermeer-Noordoost,9301
2012,wijken,FE,Slotermeer-Zuidoost,6089
2012,wijken,FF,Lutkemeer/Ookmeer,873
2012,wijken,FG,De Aker,14207
2012,wijken,FH,De Punt,5099
2012,wijken,FJ,Osdorp-Midden,14573
2012,wijken,FK,Osdorp-Oost,15536
2012,wijken,FL,Slotervaart-Noord,7800
2012,wijken,FM,Overtoomse Veld,10302
2012,wijken,FN,Slotervaart-Zuid,8992
2012,wijken,FP,Westlandgracht,6349
2012,wijken,FQ,Sloten/Nieuw-Sloten,14024
2012,wijken,KA,Hoofddorppleinbuurt,11036
2012,wijken,KB,Schinkelbuurt,3732
2012,wijken,KC,Willemspark,5396
2012,wijken,KD,Museumkwartier,12677
2012,wijken,KE,Oude Pijp,14425
2012,wijken,KF,Nieuwe Pijp,11666
2012,wijken,KG,Zuid Pijp,8047
2012,wijken,KH,Stadionbuurt,12513
2012,wijken,KJ,Apollobuurt,8452
2012,wijken,KK,Scheldebuurt,14025
2012,wijken,KL,IJselbuurt,5147
2012,wijken,KM,Rijnbuurt,8889
2012,wijken,KN,Prinses Irenebuurt e.o.,1212
2012,wijken,KP,Zuidas,699
2012,wijken,KQ,Buitenveldert-West,12455
2012,wijken,KR,Buitenveldert-Oost,7232
2012,wijken,MA,Oostelijk Havengebied,17897
2012,wijken,MB,Weesperzijde,4708
2012,wijken,MC,Oosterparkbuurt,10273
2012,wijken,MD,Transvaalbuurt,9190
2012,wijken,ME,Dapperbuurt,8228
2012,wijken,MF,Indische Buurt-West,12650
2012,wijken,MG,Indische Buurt-Oost,10258
2012,wijken,MH,Zeeburgereiland/Bovendiep,802
2012,wijken,MJ,IJburg-West,13657
2012,wijken,MK,IJburg-Oost,
2012,wijken,ML,IJburg-Zuid,5474
2012,wijken,MM,Frankendael,9999
2012,wijken,MN,Middenmeer,13944
2012,wijken,MP,Betondorp,3089
2012,wijken,MQ,Omval/Overamstel,2106
2012,wijken,NA,Oostzanerwerf,8635
2012,wijken,NB,Noordelijke IJ-oevers-West,1113
2012,wijken,NC,Tuindorp Oostzaan,10313
2012,wijken,ND,Kadoelen,2830
2012,wijken,NE,Banne Buiksloot,12749
2012,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,1680
2012,wijken,NG,Elzenhagen,1613
2012,wijken,NH,Buikslotermeer,10954
2012,wijken,NJ,Waterlandpleinbuurt,12308
2012,wijken,NK,Volewijck,9394
2012,wijken,NL,IJplein/Vogelbuurt,8201
2012,wijken,NM,Tuindorp Buiksloot,1867
2012,wijken,NN,Tuindorp Nieuwendam,3418
2012,wijken,NP,Noordelijke IJ-oevers-Oost,117
2012,wijken,NQ,Waterland,2150
2012,wijken,SA,Driemond,1527
2012,wijken,TA,Amstel III/Bullewijk,178
2012,wijken,TB,Venserpolder,8403
2012,wijken,TC,Amsterdamse Poort e.o.,6290
2012,wijken,TD,H-buurt,7201
2012,wijken,TE,Ganzenhoef e.o.,7163
2012,wijken,TF,Geerdinkhof/Kantershof,7014
2012,wijken,TG,Bijlmermuseum,6143
2012,wijken,TH,K-buurt,5703
2012,wijken,TJ,Holendrecht,9875
2012,wijken,TK,Nellestein,2911
2012,wijken,TL,Reigersbos,8610
2012,wijken,TM,Gein,11848
2013,wijken,AA,Haarlemmerbuurt,9214
2013,wijken,AB,Jordaan,19122
2013,wijken,AC,Grachtengordel-West,6395
2013,wijken,AD,Burgwallen-Nieuwe Zijde,4001
2013,wijken,AE,Burgwallen-Oude Zijde,4091
2013,wijken,AF,Nieuwmarkt/Lastage,9324
2013,wijken,AG,Grachtengordel-Zuid,5316
2013,wijken,AH,De Weteringschans,7293
2013,wijken,AJ,Weesperbuurt/Plantage,7958
2013,wijken,AK,Oostelijke Eilanden/Kadijken,12901
2013,wijken,BA,Havens-West,272
2013,wijken,BB,Coenhaven/Minervahaven,33
2013,wijken,EA,Sloterdijk-West,229
2013,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,10647
2013,wijken,EC,Houthavens,1706
2013,wijken,ED,De Kolenkit,8605
2013,wijken,EE,Landlust,18409
2013,wijken,EF,Erasmuspark,5792
2013,wijken,EG,Centrale Markt,2558
2013,wijken,EH,Staatsliedenbuurt,12504
2013,wijken,EJ,Frederik Hendrikbuurt,7994
2013,wijken,EK,Van Galenbuurt,6407
2013,wijken,EL,Geuzenbuurt,6748
2013,wijken,EM,Hoofdweg e.o.,10224
2013,wijken,EN,Chassébuurt,6094
2013,wijken,EP,Bellamybuurt,5976
2013,wijken,EQ,Da Costabuurt,4564
2013,wijken,ER,Westindische Buurt,6443
2013,wijken,ES,Van Lennepbuurt,6914
2013,wijken,ET,Overtoomse Sluis,7605
2013,wijken,EU,Helmersbuurt,7456
2013,wijken,EV,Vondelparkbuurt,1805
2013,wijken,FA,Sloterdijk Nieuw-West,96
2013,wijken,FB,Geuzenveld,16691
2013,wijken,FC,Slotermeer-West,10242
2013,wijken,FD,Slotermeer-Noordoost,9408
2013,wijken,FE,Slotermeer-Zuidoost,6119
2013,wijken,FF,Lutkemeer/Ookmeer,879
2013,wijken,FG,De Aker,14289
2013,wijken,FH,De Punt,5085
2013,wijken,FJ,Osdorp-Midden,14840
2013,wijken,FK,Osdorp-Oost,15719
2013,wijken,FL,Slotervaart-Noord,7871
2013,wijken,FM,Overtoomse Veld,10310
2013,wijken,FN,Slotervaart-Zuid,9415
2013,wijken,FP,Westlandgracht,7074
2013,wijken,FQ,Sloten/Nieuw-Sloten,13879
2013,wijken,KA,Hoofddorppleinbuurt,11275
2013,wijken,KB,Schinkelbuurt,3721
2013,wijken,KC,Willemspark,5559
2013,wijken,KD,Museumkwartier,12737
2013,wijken,KE,Oude Pijp,14546
2013,wijken,KF,Nieuwe Pijp,11943
2013,wijken,KG,Zuid Pijp,8148
2013,wijken,KH,Stadionbuurt,11322
2013,wijken,KJ,Apollobuurt,8529
2013,wijken,KK,Scheldebuurt,14326
2013,wijken,KL,IJselbuurt,5155
2013,wijken,KM,Rijnbuurt,8998
2013,wijken,KN,Prinses Irenebuurt e.o.,1211
2013,wijken,KP,Zuidas,919
2013,wijken,KQ,Buitenveldert-West,12364
2013,wijken,KR,Buitenveldert-Oost,7148
2013,wijken,MA,Oostelijk Havengebied,17972
2013,wijken,MB,Weesperzijde,4854
2013,wijken,MC,Oosterparkbuurt,10096
2013,wijken,MD,Transvaalbuurt,8918
2013,wijken,ME,Dapperbuurt,8259
2013,wijken,MF,Indische Buurt-West,12691
2013,wijken,MG,Indische Buurt-Oost,10075
2013,wijken,MH,Zeeburgereiland/Bovendiep,837
2013,wijken,MJ,IJburg-West,13946
2013,wijken,MK,IJburg-Oost,
2013,wijken,ML,IJburg-Zuid,6203
2013,wijken,MM,Frankendael,9563
2013,wijken,MN,Middenmeer,14168
2013,wijken,MP,Betondorp,3087
2013,wijken,MQ,Omval/Overamstel,2178
2013,wijken,NA,Oostzanerwerf,8734
2013,wijken,NB,Noordelijke IJ-oevers-West,1239
2013,wijken,NC,Tuindorp Oostzaan,10518
2013,wijken,ND,Kadoelen,2816
2013,wijken,NE,Banne Buiksloot,13359
2013,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,1683
2013,wijken,NG,Elzenhagen,1685
2013,wijken,NH,Buikslotermeer,10804
2013,wijken,NJ,Waterlandpleinbuurt,12544
2013,wijken,NK,Volewijck,9366
2013,wijken,NL,IJplein/Vogelbuurt,8147
2013,wijken,NM,Tuindorp Buiksloot,1868
2013,wijken,NN,Tuindorp Nieuwendam,3393
2013,wijken,NP,Noordelijke IJ-oevers-Oost,107
2013,wijken,NQ,Waterland,2171
2013,wijken,SA,Driemond,1520
2013,wijken,TA,Amstel III/Bullewijk,236
2013,wijken,TB,Venserpolder,8445
2013,wijken,TC,Amsterdamse Poort e.o.,7186
2013,wijken,TD,H-buurt,7244
2013,wijken,TE,Ganzenhoef e.o.,7053
2013,wijken,TF,Geerdinkhof/Kantershof,6966
2013,wijken,TG,Bijlmermuseum,6419
2013,wijken,TH,K-buurt,5829
2013,wijken,TJ,Holendrecht,9793
2013,wijken,TK,Nellestein,2928
2013,wijken,TL,Reigersbos,8472
2013,wijken,TM,Gein,11652
2014,wijken,AA,Haarlemmerbuurt,9320
2014,wijken,AB,Jordaan,19343
2014,wijken,AC,Grachtengordel-West,6396
2014,wijken,AD,Burgwallen-Nieuwe Zijde,4103
2014,wijken,AE,Burgwallen-Oude Zijde,4194
2014,wijken,AF,Nieuwmarkt/Lastage,9443
2014,wijken,AG,Grachtengordel-Zuid,5394
2014,wijken,AH,De Weteringschans,7299
2014,wijken,AJ,Weesperbuurt/Plantage,7931
2014,wijken,AK,Oostelijke Eilanden/Kadijken,12676
2014,wijken,BA,Havens-West,221
2014,wijken,BB,Coenhaven/Minervahaven,21
2014,wijken,EA,Sloterdijk-West,194
2014,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,10697
2014,wijken,EC,Houthavens,1585
2014,wijken,ED,De Kolenkit,9293
2014,wijken,EE,Landlust,18578
2014,wijken,EF,Erasmuspark,5775
2014,wijken,EG,Centrale Markt,2537
2014,wijken,EH,Staatsliedenbuurt,12754
2014,wijken,EJ,Frederik Hendrikbuurt,8143
2014,wijken,EK,Van Galenbuurt,6669
2014,wijken,EL,Geuzenbuurt,6775
2014,wijken,EM,Hoofdweg e.o.,10382
2014,wijken,EN,Chassébuurt,6189
2014,wijken,EP,Bellamybuurt,6129
2014,wijken,EQ,Da Costabuurt,4659
2014,wijken,ER,Westindische Buurt,6604
2014,wijken,ES,Van Lennepbuurt,7077
2014,wijken,ET,Overtoomse Sluis,7720
2014,wijken,EU,Helmersbuurt,7474
2014,wijken,EV,Vondelparkbuurt,1864
2014,wijken,FA,Sloterdijk Nieuw-West,92
2014,wijken,FB,Geuzenveld,16705
2014,wijken,FC,Slotermeer-West,10419
2014,wijken,FD,Slotermeer-Noordoost,9451
2014,wijken,FE,Slotermeer-Zuidoost,6174
2014,wijken,FF,Lutkemeer/Ookmeer,850
2014,wijken,FG,De Aker,14380
2014,wijken,FH,De Punt,5252
2014,wijken,FJ,Osdorp-Midden,15155
2014,wijken,FK,Osdorp-Oost,15847
2014,wijken,FL,Slotervaart-Noord,7913
2014,wijken,FM,Overtoomse Veld,11266
2014,wijken,FN,Slotervaart-Zuid,9504
2014,wijken,FP,Westlandgracht,7183
2014,wijken,FQ,Sloten/Nieuw-Sloten,13898
2014,wijken,KA,Hoofddorppleinbuurt,11368
2014,wijken,KB,Schinkelbuurt,3735
2014,wijken,KC,Willemspark,5615
2014,wijken,KD,Museumkwartier,12895
2014,wijken,KE,Oude Pijp,14824
2014,wijken,KF,Nieuwe Pijp,12099
2014,wijken,KG,Zuid Pijp,8197
2014,wijken,KH,Stadionbuurt,11371
2014,wijken,KJ,Apollobuurt,8647
2014,wijken,KK,Scheldebuurt,14541
2014,wijken,KL,IJselbuurt,5221
2014,wijken,KM,Rijnbuurt,9068
2014,wijken,KN,Prinses Irenebuurt e.o.,1236
2014,wijken,KP,Zuidas,1019
2014,wijken,KQ,Buitenveldert-West,12487
2014,wijken,KR,Buitenveldert-Oost,7200
2014,wijken,MA,Oostelijk Havengebied,18509
2014,wijken,MB,Weesperzijde,4892
2014,wijken,MC,Oosterparkbuurt,10470
2014,wijken,MD,Transvaalbuurt,9063
2014,wijken,ME,Dapperbuurt,8408
2014,wijken,MF,Indische Buurt-West,12732
2014,wijken,MG,Indische Buurt-Oost,10044
2014,wijken,MH,Zeeburgereiland/Bovendiep,834
2014,wijken,MJ,IJburg-West,14159
2014,wijken,MK,IJburg-Oost,
2014,wijken,ML,IJburg-Zuid,6572
2014,wijken,MM,Frankendael,9858
2014,wijken,MN,Middenmeer,14920
